Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1466	6.76156	3.0772730	19.9686	19.8579	7.011076	30.27464
1467	6.77980	3.0771073	19.7220	19.6127	7.008875	30.25686
1468	6.79402	3.0768068	19.4690	19.3611	7.007244	30.24118
1469	6.80550	3.0765799	19.2161	19.1096	7.005919	30.22872
1470	6.81568	3.0765430	18.9665	18.8614	7.004661	30.21946
1471	6.82391	3.0762242	18.7135	18.6098	7.003787	30.20887
1472	6.83079	3.0763344	18.4667	18.3644	7.002869	30.20413
1473	6.83648	3.0763649	18.2229	18.1220	7.002139	30.19956
1474	6.84124	3.0760216	17.9700	17.8705	7.001710	30.19177
1475	6.84787	3.0758438	17.7141	17.6160	7.000966	30.18413
1476	6.85481	3.0763093	17.4583	17.3616	6.999867	30.18320
1477	6.86123	3.0761805	17.2175	17.1222	6.999125	30.17627
1478	6.86635	3.0758679	16.9677	16.8738	6.998635	30.16849
1479	6.87014	3.0755308	16.7209	16.6283	6.998325	30.16163
1480	6.87568	3.0755185	16.4649	16.3738	6.997635	30.15674
1481	6.88226	3.0756654	16.2151	16.1254	6.996738	30.15268
1482	6.88847	3.0758368	15.9682	15.8799	6.995874	30.14919
1483	6.89443	3.0760143	15.7156	15.6286	6.995039	30.14600
1484	6.90169	3.0759590	15.4687	15.3831	6.994158	30.13915
1485	6.91242	3.0758976	15.2188	15.1346	6.992847	30.12919
1486	6.92232	3.0758116	14.9689	14.8861	6.991651	30.11970
1487	6.93166	3.0762403	14.7191	14.6377	6.990274	30.11628
1488	6.94338	3.0762769	14.4722	14.3922	6.988792	30.10652
1489	6.95968	3.0762706	14.2225	14.1439	6.986763	30.09231
1490	6.99000	3.0761293	13.9694	13.8922	6.983058	30.06440
1491	7.02565	3.0753446	13.7320	13.6561	6.979008	30.02494
1492	7.06175	3.0748173	13.4791	13.4046	6.974780	29.98794
1493	7.09704	3.0746699	13.2260	13.1529	6.970468	29.95579
1494	7.13070	3.0742652	12.9761	12.9045	6.966488	29.92234
1495	7.17195	3.0735297	12.7201	12.6498	6.961731	29.87883
1496	7.22181	3.0732718	12.4767	12.4078	6.955681	29.83309
1497	7.27335	3.0730018	12.2328	12.1653	6.949436	29.78588
1498	7.33244	3.0725418	11.9860	11.9198	6.942357	29.73026
1499	7.39655	3.0716470	11.7393	11.6744	6.934877	29.66586
1500	7.45688	3.0714565	11.4924	11.4289	6.927535	29.61239
1501	7.50698	3.0709660	11.2304	11.1684	6.921602	29.56458
1502	7.54982	3.0705247	10.9804	10.9198	6.916543	29.52357
1503	7.58697	3.0700038	10.7305	10.6713	6.912226	29.48662
1504	7.61845	3.0698014	10.4839	10.4260	6.908455	29.45791
1505	7.64446	3.0698256	10.2371	10.1806	6.905250	29.43627
1506	7.66621	3.0703824	9.9841	9.9290	6.902317	29.42389
1507	7.68528	3.0704067	9.7373	9.6836	6.899965	29.40814
1508	7.70246	3.0699105	9.4845	9.4321	6.898092	29.38851
1509	7.71763	3.0695185	9.2407	9.1897	6.896415	29.37167
1510	7.73070	3.0689244	8.9878	8.9383	6.895092	29.35450
1511	7.74599	3.0683855	8.7412	8.6930	6.893471	29.33604
1512	7.76404	3.0675835	8.4972	8.4504	6.891636	29.31250
1513	7.78744	3.0668181	8.2413	8.1959	6.889129	29.28487
1514	7.81982	3.0667076	7.9944	7.9503	6.885221	29.25666
1515	7.85944	3.0668234	7.7477	7.7050	6.880325	29.22481
1516	7.91669	3.0664800	7.5007	7.4594	6.873501	29.17348
1517	8.00899	3.0659222	7.2512	7.2112	6.862519	29.09089
1518	8.12426	3.0652173	6.9920	6.9535	6.848840	28.98814
1519	8.25755	3.0647570	6.7482	6.7111	6.832905	28.87368
1520	8.39424	3.0638317	6.5074	6.4716	6.816819	28.75230
1521	8.51602	3.0624908	6.2606	6.2261	6.802759	28.63948
1522	8.62552	3.0614682	6.0261	5.9929	6.790065	28.54048
1523	8.73110	3.0614365	5.7853	5.7534	6.777428	28.45529
1524	8.84843	3.0617900	5.5478	5.5172	6.763248	28.36506
1525	8.96709	3.0614646	5.3100	5.2808	6.749251	28.26731
1526	9.07479	3.0613779	5.0661	5.0382	6.736488	28.18117
1527	9.17774	3.0619884	4.8225	4.7960	6.724017	28.10626
1528	9.27354	3.0627152	4.5909	4.5656	6.712373	28.03846
1529	9.36643	3.0633198	4.3471	4.3232	6.701153	27.97197
1530	9.46479	3.0626887	4.1094	4.0868	6.689848	27.88907
1531	9.57060	3.0619842	3.8626	3.8413	6.677725	27.80004
1532	9.67265	3.0613654	3.6341	3.6141	6.666034	27.71517
1533	9.77419	3.0602085	3.4024	3.3837	6.654657	27.62573
1534	9.89762	3.0616382	3.1618	3.1444	6.639671	27.54572
1535	10.08239	3.0641565	2.9241	2.9080	6.617177	27.43041
