Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	16.99462	0.0001204	0.0378	0.0376	6.753596	0.00872
2	16.99428	0.0001204	0.0318	0.0316	6.753644	0.00872
3	16.99394	0.0001265	0.0379	0.0377	6.753692	0.00873
4	16.99388	0.0001265	0.0348	0.0346	6.753702	0.00873
5	16.99367	0.0001265	0.0348	0.0346	6.753731	0.00873
6	16.99354	0.0001204	0.0379	0.0377	6.753750	0.00872
7	16.99306	0.0001265	0.0379	0.0377	6.753817	0.00873
8	16.99279	0.0001204	0.0348	0.0346	6.753857	0.00872
9	16.99251	0.0001265	0.0317	0.0316	6.753895	0.00873
10	16.99217	0.0001204	0.0409	0.0407	6.753943	0.00872
11	16.99245	0.0001204	0.0348	0.0346	6.753905	0.00872
12	16.99258	0.0001173	0.0348	0.0346	6.753886	0.00871
13	16.99279	0.0001204	0.0378	0.0376	6.753857	0.00872
14	16.99272	0.0001173	0.0378	0.0376	6.753866	0.00871
15	16.99299	0.0001111	0.0408	0.0406	6.753828	0.00870
16	16.99299	0.0001204	0.0348	0.0346	6.753828	0.00872
17	16.99265	0.0001173	0.0379	0.0377	6.753876	0.00871
18	16.99211	0.0001204	0.0379	0.0377	6.753953	0.00872
19	16.99156	0.0001173	0.0409	0.0407	6.754030	0.00871
20	16.99109	0.0001111	0.0348	0.0346	6.754098	0.00870
21	16.99006	0.0001111	0.0378	0.0376	6.754243	0.00870
22	16.98979	0.0001173	0.0287	0.0285	6.754281	0.00871
23	16.98911	0.0001204	0.0347	0.0345	6.754377	0.00872
24	16.98864	0.0001111	0.0317	0.0315	6.754445	0.00870
25	16.98775	0.0001111	0.0348	0.0346	6.754571	0.00870
26	16.98721	0.0001204	0.0348	0.0346	6.754647	0.00871
27	16.98707	0.0001265	0.0347	0.0345	6.754666	0.00873
28	16.98700	0.0001111	0.0408	0.0406	6.754677	0.00870
29	16.98666	0.0001204	0.0348	0.0346	6.754724	0.00871
30	16.98653	0.0001173	0.0378	0.0376	6.754744	0.00871
31	16.98619	0.0001204	0.0409	0.0407	6.754792	0.00871
32	16.98551	0.0001173	0.0347	0.0345	6.754888	0.00871
33	16.98489	0.0001204	0.0408	0.0406	6.754975	0.00871
34	16.98428	0.0001204	0.0347	0.0345	6.755062	0.00871
35	16.98414	0.0001173	0.0378	0.0376	6.755081	0.00871
36	16.98408	0.0001111	0.0409	0.0407	6.755091	0.00870
37	16.98408	0.0001173	0.0317	0.0316	6.755091	0.00871
38	16.98408	0.0001204	0.0377	0.0375	6.755091	0.00871
39	16.98428	0.0001204	0.0378	0.0376	6.755062	0.00871
40	16.98414	0.0001173	0.0378	0.0376	6.755081	0.00871
41	16.98340	0.0001204	0.0378	0.0376	6.755187	0.00871
42	16.98258	0.0001173	0.0378	0.0376	6.755303	0.00871
43	16.98122	0.0001111	0.0348	0.0346	6.755496	0.00870
44	16.97693	0.0001204	0.0347	0.0345	6.756103	0.00871
45	16.96455	0.0001111	0.0439	0.0437	6.757859	0.00869
46	16.94688	0.0001204	0.0439	0.0437	6.760365	0.00870
47	16.92636	0.0001173	0.0347	0.0345	6.763278	0.00868
48	16.90768	0.0001111	0.0408	0.0406	6.765932	0.00866
49	16.88631	0.0001111	0.0439	0.0436	6.768971	0.00865
50	16.86081	0.0001265	0.0378	0.0376	6.772598	0.00867
51	16.83139	0.0001204	0.0439	0.0436	6.776788	0.00865
52	16.79788	0.0001204	0.0408	0.0406	6.781567	0.00863
53	16.76386	0.0001173	0.0436	0.0434	6.786425	0.00861
54	16.72899	0.0001111	0.0410	0.0407	6.791410	0.00858
55	16.69889	0.0001111	0.0348	0.0346	6.795720	0.00857
56	16.67562	0.0001111	0.0347	0.0345	6.799054	0.00856
57	16.65438	0.0001204	0.0377	0.0375	6.802098	0.00857
58	16.64118	0.0001173	0.0378	0.0376	6.803993	0.00856
59	16.64057	0.0001204	0.0439	0.0436	6.804080	0.00856
60	16.64481	0.0001173	0.0348	0.0346	6.803471	0.00856
61	16.65054	0.0001204	0.0378	0.0376	6.802649	0.00857
62	16.65586	0.0001204	0.0409	0.0407	6.801886	0.00857
63	16.66105	0.0001173	0.0318	0.0316	6.801141	0.00857
64	16.66651	0.0001265	0.0348	0.0346	6.800358	0.00859
65	16.67299	0.0001111	0.0408	0.0406	6.799431	0.00856
66	16.68000	0.0001111	0.0379	0.0377	6.798426	0.00856
67	16.68749	0.0001111	0.0378	0.0376	6.797353	0.00857
68	16.69464	0.0001173	0.0348	0.0346	6.796328	0.00858
69	16.70098	0.0001204	0.0408	0.0406	6.795419	0.00859
70	16.70773	0.0001173	0.0378	0.0376	6.794453	0.00859
71	16.71394	0.0001204	0.0404	0.0402	6.793564	0.00859
72	16.71907	0.0001204	0.0379	0.0377	6.792830	0.00860
73	16.72366	0.0001265	0.0379	0.0377	6.792172	0.00861
74	16.72704	0.0001204	0.0378	0.0376	6.791690	0.00860
75	16.72974	0.0001265	0.0347	0.0345	6.791303	0.00861
76	16.73318	0.0001204	0.0379	0.0377	6.790810	0.00860
77	16.73609	0.0001111	0.0408	0.0406	6.790396	0.00859
78	16.73967	0.0001173	0.0439	0.0437	6.789883	0.00860
79	16.74325	0.0001204	0.0379	0.0377	6.789371	0.00861
80	16.74730	0.0001265	0.0408	0.0406	6.788791	0.00862
81	16.75115	0.0001111	0.0348	0.0346	6.788241	0.00859
82	16.75480	0.0001111	0.0378	0.0376	6.787720	0.00860
83	16.75845	0.0001173	0.0379	0.0377	6.787198	0.00861
84	16.76210	0.0001265	0.0378	0.0376	6.786675	0.00863
85	16.76555	0.0001204	0.0408	0.0406	6.786183	0.00862
86	16.76880	0.0001111	0.0409	0.0407	6.785720	0.00860
87	16.77218	0.0001204	0.0318	0.0316	6.785237	0.00862
88	16.77508	0.0001173	0.0379	0.0377	6.784822	0.00862
89	16.77833	0.0001204	0.0348	0.0346	6.784358	0.00862
90	16.78137	0.0001204	0.0379	0.0377	6.783923	0.00862
91	16.78455	0.0001173	0.0379	0.0377	6.783470	0.00862
92	16.78753	0.0001204	0.0348	0.0346	6.783045	0.00863
93	16.78990	0.0001173	0.0378	0.0376	6.782707	0.00862
94	16.79260	0.0001204	0.0379	0.0377	6.782320	0.00863
95	16.79477	0.0001204	0.0379	0.0377	6.782011	0.00863
96	16.79754	0.0001173	0.0349	0.0347	6.781616	0.00863
97	16.80032	0.0001265	0.0409	0.0407	6.781219	0.00864
98	16.80336	0.0001111	0.0379	0.0377	6.780786	0.00862
99	16.80594	0.0001111	0.0409	0.0407	6.780419	0.00862
100	16.80878	0.0001111	0.0379	0.0377	6.780013	0.00862
101	16.81081	0.0001173	0.0348	0.0346	6.779723	0.00863
102	16.81250	0.0001204	0.0380	0.0378	6.779481	0.00864
103	16.81358	0.0001111	0.0409	0.0407	6.779328	0.00862
104	16.81514	0.0001173	0.0440	0.0438	6.779105	0.00863
105	16.81683	0.0001204	0.0379	0.0377	6.778864	0.00864
106	16.81846	0.0001265	0.0408	0.0406	6.778631	0.00865
107	16.82022	0.0001111	0.0379	0.0377	6.778382	0.00863
108	16.82178	0.0001204	0.0348	0.0346	6.778159	0.00864
109	16.82313	0.0001173	0.0410	0.0408	6.777966	0.00864
110	16.82415	0.0001265	0.0379	0.0377	6.777820	0.00865
111	16.82523	0.0001173	0.0379	0.0377	6.777667	0.00864
112	16.82591	0.0001204	0.0317	0.0316	6.777570	0.00864
113	16.82733	0.0001204	0.0348	0.0346	6.777367	0.00864
114	16.82916	0.0001111	0.0319	0.0317	6.777107	0.00863
115	16.83160	0.0001265	0.0349	0.0347	6.776759	0.00866
116	16.83458	0.0001265	0.0379	0.0377	6.776334	0.00866
117	16.83729	0.0001204	0.0409	0.0407	6.775948	0.00865
118	16.84007	0.0001111	0.0409	0.0407	6.775553	0.00863
119	16.84156	0.0001111	0.0409	0.0407	6.775341	0.00863
120	16.84264	0.0001204	0.0379	0.0377	6.775186	0.00865
121	16.84325	0.0001265	0.0379	0.0377	6.775098	0.00866
122	16.84359	0.0001204	0.0379	0.0377	6.775050	0.00865
123	16.84406	0.0001204	0.0379	0.0377	6.774983	0.00865
124	16.84515	0.0001111	0.0379	0.0377	6.774829	0.00864
125	16.84583	0.0001204	0.0380	0.0378	6.774732	0.00865
126	16.84684	0.0001204	0.0379	0.0377	6.774587	0.00865
127	16.84738	0.0001173	0.0379	0.0377	6.774510	0.00865
128	16.84833	0.0001204	0.0409	0.0407	6.774375	0.00865
129	16.84881	0.0001173	0.0349	0.0347	6.774307	0.00865
130	16.84915	0.0001204	0.0349	0.0347	6.774259	0.00865
131	16.84962	0.0001265	0.0379	0.0377	6.774191	0.00867
132	16.85010	0.0001173	0.0380	0.0378	6.774124	0.00865
133	16.85023	0.0001204	0.0348	0.0346	6.774104	0.00865
134	16.85030	0.0001265	0.0349	0.0347	6.774094	0.00867
135	16.85057	0.0001204	0.0410	0.0407	6.774056	0.00865
136	16.85037	0.0001265	0.0380	0.0378	6.774085	0.00867
137	16.84942	0.0001111	0.0410	0.0407	6.774221	0.00864
138	16.84908	0.0001265	0.0379	0.0377	6.774268	0.00867
139	16.84827	0.0001111	0.0409	0.0407	6.774385	0.00864
140	16.84840	0.0001204	0.0410	0.0407	6.774365	0.00865
141	16.84860	0.0001204	0.0410	0.0408	6.774336	0.00865
142	16.84860	0.0001173	0.0379	0.0377	6.774336	0.00865
143	16.84867	0.0001265	0.0349	0.0347	6.774326	0.00867
144	16.84888	0.0001111	0.0410	0.0408	6.774298	0.00864
145	16.84921	0.0001204	0.0349	0.0347	6.774249	0.00865
146	16.84915	0.0001204	0.0440	0.0437	6.774259	0.00865
147	16.84738	0.0001173	0.0379	0.0377	6.774510	0.00865
148	16.84596	0.0001204	0.0349	0.0347	6.774713	0.00865
149	16.84576	0.0001173	0.0348	0.0346	6.774742	0.00865
150	16.84596	0.0001204	0.0409	0.0407	6.774713	0.00865
151	16.84596	0.0001204	0.0410	0.0408	6.774713	0.00865
152	16.84657	0.0001173	0.0441	0.0439	6.774626	0.00865
153	16.84610	0.0001265	0.0411	0.0408	6.774693	0.00866
154	16.82950	0.5426682	0.0715	0.0711	6.634390	3.52970
