Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	15.71159	0.0020420	0.0091	0.0091	6.939419	0.01663
2	15.69749	0.0020944	0.0091	0.0091	6.941503	0.01689
3	15.68576	0.0021099	0.0060	0.0060	6.943244	0.01697
4	15.68380	0.0021099	0.0060	0.0060	6.943537	0.01697
5	15.68485	0.0020944	0.0029	0.0029	6.943384	0.01689
6	15.68596	0.0020759	0.0029	0.0029	6.943222	0.01680
7	15.68491	0.0020636	0.0121	0.0120	6.943381	0.01673
8	15.68354	0.0020482	0.0091	0.0090	6.943589	0.01666
9	15.68295	0.0020296	0.0060	0.0060	6.943681	0.01656
10	15.68209	0.0020142	-0.0001	-0.0001	6.943810	0.01649
11	15.67698	0.0020050	0.0060	0.0060	6.944573	0.01644
12	15.66893	0.0019741	0.0091	0.0091	6.945778	0.01628
13	15.66192	0.0019587	0.0091	0.0090	6.946825	0.01621
14	15.65937	0.0019525	0.0091	0.0090	6.947206	0.01617
15	15.65858	0.0019340	-0.0001	-0.0001	6.947327	0.01608
16	15.65865	0.0019247	0.0090	0.0089	6.947320	0.01604
17	15.65858	0.0019124	0.0090	0.0090	6.947332	0.01597
18	15.65544	0.0018970	0.0090	0.0090	6.947803	0.01590
19	15.64503	0.0018877	0.0091	0.0090	6.949356	0.01585
20	15.62848	0.0018784	0.0120	0.0119	6.951825	0.01580
21	15.61004	0.0018630	0.0091	0.0090	6.954579	0.01572
22	15.59892	0.0018568	0.0121	0.0120	6.956238	0.01569
23	15.58984	0.0018630	0.0060	0.0060	6.957593	0.01572
24	15.58056	0.0018414	0.0091	0.0090	6.958983	0.01561
25	15.57671	0.0018352	0.0120	0.0120	6.959560	0.01558
26	15.57789	0.0018352	0.0090	0.0090	6.959384	0.01558
27	15.58030	0.0018322	0.0060	0.0060	6.959024	0.01556
28	15.58357	0.0018167	0.0090	0.0089	6.958539	0.01549
29	15.58638	0.0018167	0.0091	0.0090	6.958120	0.01549
30	15.58893	0.0018167	0.0090	0.0090	6.957739	0.01549
31	15.59056	0.0017982	0.0089	0.0089	6.957499	0.01540
32	15.59291	0.0019432	0.0121	0.0120	6.957118	0.01612
33	15.59618	0.0020389	0.0029	0.0029	6.956609	0.01660
34	15.59932	0.0021346	0.0060	0.0059	6.956121	0.01708
35	15.60200	0.0021809	0.0090	0.0090	6.955711	0.01731
36	15.60396	0.0022364	0.0090	0.0089	6.955406	0.01760
37	15.60572	0.0022827	0.0121	0.0120	6.955133	0.01783
38	15.60768	0.0023321	0.0090	0.0090	6.954830	0.01808
39	15.60958	0.0023629	0.0060	0.0060	6.954540	0.01824
40	15.61174	0.0023599	0.0121	0.0121	6.954219	0.01822
41	15.61298	0.0023599	0.0151	0.0150	6.954034	0.01822
42	15.61429	0.0023537	0.0090	0.0090	6.953840	0.01819
43	15.61592	0.0023506	0.0121	0.0120	6.953597	0.01818
44	15.61808	0.0023537	0.0121	0.0120	6.953274	0.01819
45	15.62089	0.0023599	0.0121	0.0120	6.952853	0.01822
46	15.62423	0.0024432	0.0120	0.0120	6.952338	0.01865
47	15.62697	0.0025296	0.0151	0.0150	6.951910	0.01909
48	15.62966	0.0025821	0.0060	0.0060	6.951498	0.01936
49	15.63155	0.0026809	0.0183	0.0182	6.951194	0.01987
50	15.63352	0.0027179	0.0090	0.0090	6.950893	0.02006
51	15.63554	0.0026870	0.0091	0.0091	6.950598	0.01990
52	15.63810	0.0026531	0.0090	0.0090	6.950225	0.01973
53	15.64098	0.0026623	0.0121	0.0120	6.949794	0.01977
54	15.64392	0.0026654	0.0121	0.0121	6.949354	0.01979
55	15.64621	0.0026716	0.0152	0.0151	6.949012	0.01982
56	15.64850	0.0026809	0.0182	0.0181	6.948669	0.01987
57	15.65066	0.0026376	0.0060	0.0060	6.948356	0.01965
58	15.65263	0.0026901	0.0090	0.0090	6.948052	0.01992
59	15.65393	0.0026809	0.0121	0.0120	6.947859	0.01987
60	15.65544	0.0026901	0.0091	0.0090	6.947633	0.01992
61	15.65642	0.0026870	0.0122	0.0121	6.947487	0.01990
62	15.65714	0.0027179	0.0120	0.0120	6.947373	0.02006
63	15.65747	0.0027333	0.0121	0.0120	6.947321	0.02014
64	15.65812	0.0027117	0.0121	0.0121	6.947229	0.02003
65	15.65878	0.0027179	0.0121	0.0120	6.947130	0.02006
66	15.65878	0.0027426	0.0091	0.0090	6.947124	0.02019
67	15.65845	0.0027796	0.0121	0.0120	6.947165	0.02038
68	15.65819	0.0028321	0.0060	0.0060	6.947193	0.02065
69	15.65577	0.0028784	0.0091	0.0090	6.947543	0.02089
70	15.65328	0.0028692	0.0060	0.0060	6.947916	0.02084
71	15.65197	0.0028692	0.0121	0.0121	6.948111	0.02084
72	15.65066	0.0028599	0.0092	0.0091	6.948308	0.02079
73	15.65020	0.0028321	0.0062	0.0061	6.948382	0.02065
74	15.65001	0.0028074	0.0153	0.0152	6.948417	0.02052
75	15.64994	0.0028043	0.0121	0.0120	6.948427	0.02051
76	15.65053	0.0027827	0.0122	0.0121	6.948344	0.02039
77	15.65066	0.0027611	0.0061	0.0061	6.948329	0.02028
78	15.65086	0.0027241	0.0062	0.0061	6.948308	0.02009
79	15.65020	0.0027025	0.0060	0.0060	6.948410	0.01998
80	15.64817	0.0026531	0.0122	0.0121	6.948723	0.01973
81	15.64104	0.0026253	0.0061	0.0060	6.949792	0.01958
82	15.62567	0.0026006	0.0092	0.0091	6.952089	0.01946
83	15.61291	0.0025821	0.0091	0.0090	6.953995	0.01936
84	15.60540	0.0025605	0.0061	0.0061	6.955122	0.01925
85	15.59925	0.0025389	0.0121	0.0121	6.956043	0.01914
86	15.59330	0.0025049	0.0121	0.0120	6.956938	0.01896
87	15.59036	0.0024926	0.0122	0.0122	6.957380	0.01890
88	15.58755	0.0024771	0.0091	0.0091	6.957803	0.01882
89	15.58559	0.0024648	0.0122	0.0121	6.958098	0.01876
90	15.58559	0.0024401	0.0092	0.0091	6.958104	0.01863
91	15.58697	0.0024278	0.0153	0.0152	6.957901	0.01857
92	15.58716	0.0023969	0.0123	0.0122	6.957879	0.01841
93	15.58318	0.0023722	0.0061	0.0061	6.958479	0.01828
94	15.57560	0.0023599	0.0122	0.0121	6.959614	0.01822
95	15.57299	0.0023413	0.0121	0.0121	6.960008	0.01813
96	15.57403	0.0023228	0.0122	0.0121	6.959856	0.01803
97	15.50833	0.6057785	0.0640	0.0636	6.798158	4.10229
98	14.58294	2.9263725	0.1981	0.1970	6.169630	23.13131
99	13.54497	2.9937262	0.3626	0.3606	6.257484	24.36432
100	12.86998	3.0255374	0.5394	0.5364	6.319207	25.09030
101	12.42138	3.0430902	0.6948	0.6910	6.361811	25.55255
102	12.10844	3.0598360	0.8289	0.8243	6.390001	25.92290
103	11.90197	3.0535731	0.9416	0.9364	6.415177	26.00753
104	11.78814	3.0342292	0.9751	0.9698	6.435167	25.90469
105	11.76094	3.0439389	0.9721	0.9668	6.434507	26.01518
106	11.80207	3.0498235	0.9782	0.9728	6.427691	26.04193
107	11.84607	3.0505804	0.9812	0.9758	6.422514	26.01833
108	11.86238	3.0560728	0.9813	0.9759	6.418623	26.05865
109	11.83942	3.0633064	0.9813	0.9759	6.418430	26.14283
110	11.80983	3.0698670	0.9844	0.9790	6.419221	26.22545
111	11.77040	3.0829426	1.0117	1.0062	6.418622	26.37671
112	11.70790	3.0960272	1.0727	1.0668	6.420555	26.54486
