Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	9.90472	0.0015884	0.1146	0.1140	7.908098	0.01315
2	9.90438	0.0015854	0.1205	0.1199	7.908161	0.01313
3	9.90433	0.0015946	0.1236	0.1229	7.908169	0.01318
4	9.90416	0.0015854	0.1174	0.1168	7.908203	0.01313
5	9.90416	0.0015792	0.1174	0.1168	7.908205	0.01309
6	9.90394	0.0015761	0.1235	0.1228	7.908247	0.01308
7	9.90410	0.0015761	0.1236	0.1229	7.908216	0.01308
8	9.90366	0.0015792	0.1174	0.1167	7.908299	0.01309
9	9.90354	0.0015761	0.1174	0.1167	7.908321	0.01308
10	9.90354	0.0015730	0.1206	0.1199	7.908322	0.01306
11	9.90360	0.0015668	0.1234	0.1227	7.908313	0.01302
12	9.90349	0.0015668	0.1173	0.1167	7.908334	0.01302
13	9.90332	0.0015730	0.1235	0.1228	7.908363	0.01306
14	9.90293	0.0015668	0.1172	0.1166	7.908438	0.01302
15	9.90310	0.0015792	0.1204	0.1198	7.908403	0.01309
16	9.90287	0.0015576	0.1204	0.1198	7.908452	0.01297
17	9.90282	0.0015668	0.1234	0.1227	7.908459	0.01302
18	9.90310	0.0015730	0.1205	0.1199	7.908405	0.01306
19	9.90254	0.0015668	0.1234	0.1227	7.908511	0.01302
20	9.90259	0.0015638	0.1266	0.1259	7.908502	0.01300
21	9.90231	0.0015668	0.1234	0.1227	7.908553	0.01302
22	9.90203	0.0015576	0.1204	0.1197	7.908608	0.01297
23	9.90203	0.0015638	0.1235	0.1228	7.908606	0.01300
24	9.90192	0.0015576	0.1202	0.1196	7.908629	0.01297
25	9.90209	0.0015638	0.1204	0.1198	7.908596	0.01300
26	9.90209	0.0015576	0.1264	0.1257	7.908598	0.01297
27	9.90159	0.0015576	0.1234	0.1227	7.908692	0.01297
28	9.90153	0.0015638	0.1204	0.1197	7.908701	0.01300
29	9.90176	0.0015576	0.1174	0.1167	7.908661	0.01297
30	9.90131	0.0015668	0.1204	0.1197	7.908741	0.01302
31	9.90148	0.0015638	0.1296	0.1289	7.908711	0.01300
32	9.90108	0.0015576	0.1296	0.1289	7.908786	0.01297
33	9.90092	0.0015730	0.1233	0.1226	7.908813	0.01306
34	9.90092	0.0015576	0.1264	0.1257	7.908817	0.01297
35	9.90075	0.0015668	0.1234	0.1227	7.908846	0.01302
36	9.90086	0.0015545	0.1265	0.1258	7.908829	0.01295
37	9.90064	0.0015668	0.1204	0.1197	7.908867	0.01302
38	9.90069	0.0015545	0.1204	0.1197	7.908860	0.01295
