DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
08/07/19	09:58:01 AM	20.341					
08/07/19	10:58:01 AM	21.390					
08/07/19	11:58:01 AM	21.175					
08/07/19	12:58:01 PM	21.199					
08/07/19	01:58:01 PM	19.413					
08/07/19	02:58:01 PM	6.408					
08/07/19	03:58:01 PM	6.382					
08/07/19	04:58:01 PM	6.382					
08/07/19	05:58:01 PM	6.382					
08/07/19	06:58:01 PM	6.331					
08/07/19	07:58:01 PM	6.382					
08/07/19	08:58:01 PM	6.357					
08/07/19	09:58:01 PM	6.230					
08/07/19	10:58:01 PM	6.204					
08/07/19	11:58:01 PM	6.255					
08/08/19	12:58:01 AM	6.306					
08/08/19	01:58:01 AM	6.433					
08/08/19	02:58:01 AM	6.357					
08/08/19	03:58:01 AM	6.458					
08/08/19	04:58:01 AM	6.255					
08/08/19	05:58:01 AM	6.331					
08/08/19	06:58:01 AM	6.382					
08/08/19	07:58:01 AM	6.357					
08/08/19	08:58:01 AM	14.002					
08/08/19	09:58:01 AM	15.342					
08/08/19	10:58:01 AM	15.724					
08/08/19	11:58:01 AM	19.294					
08/08/19	12:58:01 PM	19.484					
08/08/19	01:58:01 PM	19.175					
08/08/19	02:58:01 PM	6.636					
08/08/19	03:58:01 PM	6.636					
08/08/19	04:58:01 PM	6.636					
08/08/19	05:58:01 PM	6.636					
08/08/19	06:58:01 PM	6.636					
08/08/19	07:58:01 PM	6.636					
08/08/19	08:58:01 PM	6.636					
08/08/19	09:58:01 PM	6.636					
08/08/19	10:58:01 PM	6.661					
08/08/19	11:58:01 PM	6.636					
08/09/19	12:58:01 AM	6.661					
08/09/19	01:58:01 AM	6.636					
08/09/19	02:58:01 AM	6.636					
08/09/19	03:58:01 AM	6.636					
08/09/19	04:58:01 AM	6.636					
08/09/19	05:58:01 AM	6.636					
08/09/19	06:58:01 AM	6.636					
08/09/19	07:58:01 AM	6.661					
08/09/19	08:58:01 AM	6.661					
08/09/19	09:58:01 AM	14.098					
08/09/19	10:58:01 AM	13.882					
08/09/19	11:58:01 AM	15.414					
08/09/19	12:58:01 PM	15.366					
08/09/19	01:58:01 PM	7.192					
08/09/19	02:58:01 PM	7.318					
08/09/19	03:58:01 PM	7.242					
08/09/19	04:58:01 PM	7.318					
08/09/19	05:58:01 PM	7.293					
08/09/19	06:58:01 PM	7.242					
