Date Time	Temperature  (*C)
10/10/06 	10:42:02.0	21.19
10/10/06 	11:42:02.0	19.25
10/10/06 	12:42:02.0	18.93
10/10/06 	13:42:02.0	14.96
10/10/06 	14:42:02.0	14.33
10/10/06 	15:42:02.0	14.33
10/10/06 	16:42:02.0	6.00
10/10/06 	17:42:02.0	6.00
10/10/06 	18:42:02.0	6.00
10/10/06 	19:42:02.0	6.00
10/10/06 	20:42:02.0	6.00
10/10/06 	21:42:02.0	6.00
10/10/06 	22:42:02.0	6.00
10/10/06 	23:42:02.0	6.00
10/11/06 	00:42:02.0	6.00
10/11/06 	01:42:02.0	6.00
10/11/06 	02:42:02.0	6.00
10/11/06 	03:42:02.0	6.00
10/11/06 	04:42:02.0	6.15
10/11/06 	05:42:02.0	6.00
10/11/06 	06:42:02.0	6.00
10/11/06 	07:42:02.0	6.00
10/11/06 	08:42:02.0	6.00
10/11/06 	09:42:02.0	6.00
10/11/06 	10:42:02.0	6.00
10/11/06 	11:42:02.0	6.00
10/11/06 	12:42:02.0	6.00
10/11/06 	13:42:02.0	10.32
10/11/06 	14:42:02.0	12.01
10/11/06 	15:42:02.0	6.31
10/11/06 	16:42:02.0	6.31
10/11/06 	17:42:02.0	6.31
10/11/06 	18:42:02.0	6.31
10/11/06	19:42:02.0	6.31
10/11/06 	20:42:02.0	6.31
10/11/06 	21:42:02.0	6.31
10/11/06 	22:42:02.0	6.31
10/11/06 	23:42:02.0	6.31
10/12/06 	00:42:02.0	6.31
10/12/06 	01:42:02.0	6.31
10/12/06 	02:42:02.0	6.31
10/12/06 	03:42:02.0	6.31
10/12/06 	04:42:02.0	6.31
10/12/06 	05:42:02.0	6.31
10/12/06 	06:42:02.0	6.31
10/12/06 	07:42:02.0	6.31
10/12/06 	08:42:02.0	6.15
10/12/06 	09:42:02.0	6.15
10/12/06 	10:42:02.0	6.15
10/12/06 	11:42:02.0	6.31
10/12/06 	12:42:02.0	6.46
10/12/06 	13:42:02.0	6.62
10/12/06 	14:42:02.0	6.93
10/12/06 	15:42:02.0	7.39
10/12/06 	16:42:02.0	7.39
10/12/06 	17:42:02.0	6.46
10/12/06 	18:42:02.0	6.15
10/12/06 	19:42:02.0	6.62
10/12/06 	20:42:02.0	6.46
10/12/06 	21:42:02.0	6.62
10/12/06 	22:42:02.0	6.31
10/12/06 	23:42:02.0	6.00
10/13/06 	00:42:02.0	5.84
10/13/06 	01:42:02.0	5.07
10/13/06 	02:42:02.0	4.44
10/13/06 	03:42:02.0	4.44
10/13/06 	04:42:02.0	4.44
10/13/06 	05:42:02.0	4.13
10/13/06 	06:42:02.0	4.29
10/13/06 	07:42:02.0	4.44
10/13/06 	08:42:02.0	4.91
10/13/06 	09:42:02.0	5.22
10/13/06 	10:42:02.0	5.69
10/13/06 	11:42:02.0	6.15
10/13/06 	12:42:02.0	5.84
10/13/06 	13:42:02.0	5.69
10/13/06 	14:42:02.0	6.00
10/13/06 	15:42:02.0	5.69
10/13/06 	16:42:02.0	6.46
10/13/06 	17:42:02.0	6.46
10/13/06 	18:42:02.0	6.46
10/13/06 	19:42:02.0	6.46
10/13/06 	20:42:02.0	6.46
10/13/06 	21:42:02.0	6.46
10/13/06 	22:42:02.0	6.46
10/13/06 	23:42:02.0	6.46
10/14/06 	00:42:02.0	6.62
10/14/06 	01:42:02.0	6.62
10/14/06 	02:42:02.0	6.46
10/14/06 	03:42:02.0	6.62
10/14/06 	04:42:02.0	6.46
10/14/06 	05:42:02.0	6.62
10/14/06 	06:42:02.0	6.62
10/14/06 	07:42:02.0	6.62
10/14/06 	08:42:02.0	6.62
10/14/06 	09:42:02.0	6.62
10/14/06 	10:42:02.0	6.62
10/14/06 	11:42:02.0	6.62
10/14/06 	12:42:02.0	7.39
10/14/06 	13:42:02.0	6.93
10/14/06 	14:42:02.0	6.93
10/14/06 	15:42:02.0	7.54
10/14/06 	16:42:02.0	7.39
10/14/06 	17:42:02.0	7.39
10/14/06 	18:42:02.0	7.39
10/14/06 	19:42:02.0	7.39
10/14/06 	20:42:02.0	7.39
10/14/06 	21:42:02.0	7.23
10/14/06 	22:42:02.0	7.23
10/14/06 	23:42:02.0	7.39
10/15/06 	00:42:02.0	7.39
10/15/06 	01:42:02.0	7.39
10/15/06 	02:42:02.0	7.39
10/15/06 	03:42:02.0	7.39
