
10/10/17	01:14:44 PM	22.729					
10/10/17	02:14:44 PM	7.091					
10/10/17	03:14:44 PM	7.066					
10/10/17	04:14:44 PM	6.509					
10/10/17	05:14:44 PM	6.509					
10/10/17	06:14:44 PM	6.153					
10/10/17	07:14:44 PM	6.102					
10/10/17	08:14:44 PM	6.102					
10/10/17	09:14:44 PM	6.306					
10/10/17	10:14:44 PM	6.611					
10/10/17	11:14:44 PM	6.813					
10/11/17	12:14:44 AM	6.965					
10/11/17	01:14:44 AM	6.864					
10/11/17	02:14:44 AM	7.142					
10/11/17	03:14:44 AM	7.192					
10/11/17	04:14:44 AM	6.560					
10/11/17	05:14:44 AM	6.484					
10/11/17	06:14:44 AM	6.560					
10/11/17	07:14:44 AM	6.102					
10/11/17	08:14:44 AM	4.089					
10/11/17	09:14:44 AM	3.827					
10/11/17	10:14:44 AM	4.220					
10/11/17	11:14:44 AM	4.376					
10/11/17	12:14:44 PM	4.947					
10/11/17	01:14:44 PM	5.462					
10/11/17	02:14:44 PM	5.770					
10/11/17	03:14:44 PM	7.268					
10/11/17	04:14:44 PM	7.268					
10/11/17	05:14:44 PM	7.268					
10/11/17	06:14:44 PM	7.268					
10/11/17	07:14:44 PM	7.268					
10/11/17	08:14:44 PM	7.268					
10/11/17	09:14:44 PM	7.293					
10/11/17	10:14:44 PM	7.293					
10/11/17	11:14:44 PM	7.268					
10/12/17	12:14:44 AM	7.293					
10/12/17	01:14:44 AM	7.293					
10/12/17	02:14:44 AM	7.268					
10/12/17	03:14:44 AM	7.268					
10/12/17	04:14:44 AM	7.268					
10/12/17	05:14:44 AM	7.293					
10/12/17	06:14:44 AM	7.293					
10/12/17	07:14:44 AM	7.268					
10/12/17	08:14:44 AM	7.293					
10/12/17	09:14:44 AM	7.268					
10/12/17	10:14:44 AM	7.268					
10/12/17	11:14:44 AM	5.949					
10/12/17	12:14:44 PM	8.792					
10/12/17	01:14:44 PM	9.361					
10/12/17	02:14:44 PM	9.114					
10/12/17	03:14:44 PM	9.706					
10/12/17	04:14:44 PM	9.213					
10/12/17	05:14:44 PM	8.693					
10/12/17	06:14:44 PM	6.560					
10/12/17	07:14:44 PM	4.480					
10/12/17	08:14:44 PM	3.617					
10/12/17	09:14:44 PM	3.248					
10/12/17	10:14:44 PM	2.423					
10/12/17	11:14:44 PM	2.557					
10/13/17	12:14:44 AM	1.643					
10/13/17	01:14:44 AM	1.994					
10/13/17	02:14:44 AM	2.343					
10/13/17	03:14:44 AM	3.036					
10/13/17	04:14:44 AM	3.036					
10/13/17	05:14:44 AM	2.877					
10/13/17	06:14:44 AM	3.195					
10/13/17	07:14:44 AM	3.354					
10/13/17	08:14:44 AM	3.696					
10/13/17	09:14:44 AM	4.246					
10/13/17	10:14:44 AM	4.947					
10/13/17	11:14:44 AM	6.255					
10/13/17	12:14:44 PM	7.015					
10/13/17	01:14:44 PM	5.770					
10/13/17	02:14:44 PM	5.745					
10/13/17	03:14:44 PM	5.745					
10/13/17	04:14:44 PM	5.745					
10/13/17	05:14:44 PM	5.745					
10/13/17	06:14:44 PM	5.770					
10/13/17	07:14:44 PM	5.796					
10/13/17	08:14:44 PM	5.821					
10/13/17	09:14:44 PM	5.770					
10/13/17	10:14:44 PM	5.796					
10/13/17	11:14:44 PM	5.770					
10/14/17	12:14:44 AM	5.745					
10/14/17	01:14:44 AM	5.745					
10/14/17	02:14:44 AM	5.745					
10/14/17	03:14:44 AM	5.770					
10/14/17	04:14:44 AM	5.745					
10/14/17	05:14:44 AM	5.745					
10/14/17	06:14:44 AM	5.745					
10/14/17	07:14:44 AM	5.770					
10/14/17	08:14:44 AM	5.179					
10/14/17	09:14:44 AM	5.668					
10/14/17	10:14:44 AM	4.792					
10/14/17	11:14:44 AM	4.999					
10/14/17	12:14:44 PM	5.642					
10/14/17	01:14:44 PM	6.000					
10/14/17	02:14:44 PM	6.077					
10/14/17	03:14:44 PM	6.331					
10/14/17	04:14:44 PM	6.026					
10/14/17	05:14:44 PM	6.026					
10/14/17	06:14:44 PM	6.026					
10/14/17	07:14:44 PM	6.026					
10/14/17	08:14:44 PM	6.026					
10/14/17	09:14:44 PM	6.026					
10/14/17	10:14:44 PM	6.026					
10/14/17	11:14:44 PM	6.026					
10/15/17	12:14:44 AM	6.026					
10/15/17	01:14:44 AM	6.026					
10/15/17	02:14:44 AM	6.026					
10/15/17	03:14:44 AM	6.026					
10/15/17	04:14:44 AM	6.026					
10/15/17	05:14:44 AM	6.026					
10/15/17	06:14:44 AM	6.026					
10/15/17	07:14:44 AM	6.026					
10/15/17	08:14:44 AM	6.026					
10/15/17	09:14:44 AM	6.026					
10/15/17	10:14:44 AM	6.026					
10/15/17	11:14:44 AM	6.026					
10/15/17	12:14:44 PM	7.343					
10/15/17	01:14:44 PM	7.544					
10/15/17	02:14:44 PM	6.102					
10/15/17	03:14:44 PM	6.102					
10/15/17	04:14:44 PM	6.128					
10/15/17	05:14:44 PM	6.128					
10/15/17	06:14:44 PM	6.128					
10/15/17	07:14:44 PM	6.179					
10/15/17	08:14:44 PM	6.128					
10/15/17	09:14:44 PM	6.153					
10/15/17	10:14:44 PM	6.102					
10/15/17	11:14:44 PM	6.102					
10/16/17	12:14:44 AM	6.128					
10/16/17	01:14:44 AM	6.077					
10/16/17	02:14:44 AM	6.102					
10/16/17	03:14:44 AM	6.153					
10/16/17	04:14:44 AM	6.204					
10/16/17	05:14:44 AM	6.128					
10/16/17	06:14:44 AM	6.153					
10/16/17	07:14:44 AM	6.128					
10/16/17	08:14:44 AM	5.360					
10/16/17	09:14:44 AM	5.179					
10/16/17	10:14:44 AM	5.693					
10/16/17	11:14:44 AM	6.026					
10/16/17	12:14:44 PM	8.891					
