
10/10/17	10:48:19 AM	19.817					
10/10/17	11:48:19 AM	9.015					
10/10/17	12:48:19 PM	7.645					
10/10/17	01:48:19 PM	16.939					
10/10/17	02:48:19 PM	6.204					
10/10/17	03:48:19 PM	6.128					
10/10/17	04:48:19 PM	6.000					
10/10/17	05:48:19 PM	5.898					
10/10/17	06:48:19 PM	5.924					
10/10/17	07:48:19 PM	6.128					
10/10/17	08:48:19 PM	5.975					
10/10/17	09:48:19 PM	5.898					
10/10/17	10:48:19 PM	5.898					
10/10/17	11:48:19 PM	5.949					
10/11/17	12:48:19 AM	6.102					
10/11/17	01:48:19 AM	6.153					
10/11/17	02:48:19 AM	6.204					
10/11/17	03:48:19 AM	5.975					
10/11/17	04:48:19 AM	5.924					
10/11/17	05:48:19 AM	5.898					
10/11/17	06:48:19 AM	5.898					
10/11/17	07:48:19 AM	5.924					
10/11/17	08:48:19 AM	6.000					
10/11/17	09:48:19 AM	5.975					
10/11/17	10:48:19 AM	5.308					
10/11/17	11:48:19 AM	5.024					
10/11/17	12:48:19 PM	5.770					
10/11/17	01:48:19 PM	7.393					
10/11/17	02:48:19 PM	7.368					
10/11/17	03:48:19 PM	7.393					
10/11/17	04:48:19 PM	7.393					
10/11/17	05:48:19 PM	7.393					
10/11/17	06:48:19 PM	7.368					
10/11/17	07:48:19 PM	7.393					
10/11/17	08:48:19 PM	7.318					
10/11/17	09:48:19 PM	7.343					
10/11/17	10:48:19 PM	7.293					
10/11/17	11:48:19 PM	7.343					
10/12/17	12:48:19 AM	7.368					
10/12/17	01:48:19 AM	7.368					
10/12/17	02:48:19 AM	7.419					
10/12/17	03:48:19 AM	7.368					
10/12/17	04:48:19 AM	7.368					
10/12/17	05:48:19 AM	7.343					
10/12/17	06:48:19 AM	7.343					
10/12/17	07:48:19 AM	7.343					
10/12/17	08:48:19 AM	2.850					
10/12/17	09:48:19 AM	3.195					
10/12/17	10:48:19 AM	3.643					
10/12/17	11:48:19 AM	4.376					
10/12/17	12:48:19 PM	4.714					
10/12/17	01:48:19 PM	6.128					
10/12/17	02:48:19 PM	6.661					
10/12/17	03:48:19 PM	7.444					
10/12/17	04:48:19 PM	8.270					
10/12/17	05:48:19 PM	8.045					
10/12/17	06:48:19 PM	6.889					
10/12/17	07:48:19 PM	4.506					
10/12/17	08:48:19 PM	4.011					
10/12/17	09:48:19 PM	3.485					
10/12/17	10:48:19 PM	3.089					
10/12/17	11:48:19 PM	2.823					
10/13/17	12:48:19 AM	2.850					
10/13/17	01:48:19 AM	2.956					
10/13/17	02:48:19 AM	3.274					
10/13/17	03:48:19 AM	3.380					
10/13/17	04:48:19 AM	3.301					
10/13/17	05:48:19 AM	3.221					
10/13/17	06:48:19 AM	3.354					
10/13/17	07:48:19 AM	3.591					
10/13/17	08:48:19 AM	3.801					
10/13/17	09:48:19 AM	4.037					
10/13/17	10:48:19 AM	4.532					
10/13/17	11:48:19 AM	5.334					
10/13/17	12:48:19 PM	5.668					
10/13/17	01:48:19 PM	5.205					
10/13/17	02:48:19 PM	4.921					
10/13/17	03:48:19 PM	5.334					
10/13/17	04:48:19 PM	5.334					
10/13/17	05:48:19 PM	5.334					
10/13/17	06:48:19 PM	5.360					
