
10/10/17	10:43:48 AM	19.865					
10/10/17	11:43:48 AM	9.386					
10/10/17	12:43:48 PM	7.695					
10/10/17	01:43:48 PM	7.268					
10/10/17	02:43:48 PM	6.382					
10/10/17	03:43:48 PM	6.230					
10/10/17	04:43:48 PM	6.331					
10/10/17	05:43:48 PM	6.128					
10/10/17	06:43:48 PM	5.975					
10/10/17	07:43:48 PM	5.949					
10/10/17	08:43:48 PM	5.975					
10/10/17	09:43:48 PM	6.281					
10/10/17	10:43:48 PM	6.585					
10/10/17	11:43:48 PM	6.788					
10/11/17	12:43:48 AM	6.965					
10/11/17	01:43:48 AM	6.914					
10/11/17	02:43:48 AM	6.889					
10/11/17	03:43:48 AM	6.331					
10/11/17	04:43:48 AM	6.357					
10/11/17	05:43:48 AM	6.230					
10/11/17	06:43:48 AM	6.051					
10/11/17	07:43:48 AM	4.662					
10/11/17	08:43:48 AM	3.985					
10/11/17	09:43:48 AM	3.854					
10/11/17	10:43:48 AM	4.063					
10/11/17	11:43:48 AM	4.428					
10/11/17	12:43:48 PM	5.154					
10/11/17	01:43:48 PM	5.488					
10/11/17	02:43:48 PM	6.990					
10/11/17	03:43:48 PM	7.419					
10/11/17	04:43:48 PM	7.419					
10/11/17	05:43:48 PM	7.419					
10/11/17	06:43:48 PM	7.419					
10/11/17	07:43:48 PM	7.419					
10/11/17	08:43:48 PM	7.444					
10/11/17	09:43:48 PM	7.419					
10/11/17	10:43:48 PM	7.393					
10/11/17	11:43:48 PM	7.393					
10/12/17	12:43:48 AM	7.368					
10/12/17	01:43:48 AM	7.368					
10/12/17	02:43:48 AM	7.368					
10/12/17	03:43:48 AM	7.368					
10/12/17	04:43:48 AM	7.419					
10/12/17	05:43:48 AM	7.419					
10/12/17	06:43:48 AM	7.419					
10/12/17	07:43:48 AM	7.393					
10/12/17	08:43:48 AM	7.368					
10/12/17	09:43:48 AM	7.393					
10/12/17	10:43:48 AM	7.393					
10/12/17	11:43:48 AM	7.795					
10/12/17	12:43:48 PM	9.805					
10/12/17	01:43:48 PM	7.970					
10/12/17	02:43:48 PM	8.618					
10/12/17	03:43:48 PM	8.866					
10/12/17	04:43:48 PM	8.990					
10/12/17	05:43:48 PM	8.295					
10/12/17	06:43:48 PM	6.458					
10/12/17	07:43:48 PM	4.063					
10/12/17	08:43:48 PM	3.512					
10/12/17	09:43:48 PM	3.195					
10/12/17	10:43:48 PM	2.289					
10/12/17	11:43:48 PM	2.021					
10/13/17	12:43:48 AM	2.101					
10/13/17	01:43:48 AM	2.450					
10/13/17	02:43:48 AM	2.850					
10/13/17	03:43:48 AM	3.089					
10/13/17	04:43:48 AM	3.036					
10/13/17	05:43:48 AM	2.877					
10/13/17	06:43:48 AM	3.116					
10/13/17	07:43:48 AM	3.538					
10/13/17	08:43:48 AM	3.906					
10/13/17	09:43:48 AM	4.350					
10/13/17	10:43:48 AM	4.947					
10/13/17	11:43:48 AM	6.408					
10/13/17	12:43:48 PM	6.357					
10/13/17	01:43:48 PM	5.796					
10/13/17	02:43:48 PM	5.847					
10/13/17	03:43:48 PM	5.898					
10/13/17	04:43:48 PM	5.847					
10/13/17	05:43:48 PM	5.872					
10/13/17	06:43:48 PM	5.949					
10/13/17	07:43:48 PM	5.975					
10/13/17	08:43:48 PM	6.000					
10/13/17	09:43:48 PM	6.026					
10/13/17	10:43:48 PM	6.102					
10/13/17	11:43:48 PM	5.975					
10/14/17	12:43:48 AM	5.949					
10/14/17	01:43:48 AM	5.796					
10/14/17	02:43:48 AM	5.821					
10/14/17	03:43:48 AM	5.898					
10/14/17	04:43:48 AM	5.949					
10/14/17	05:43:48 AM	5.924					
10/14/17	06:43:48 AM	5.898					
10/14/17	07:43:48 AM	5.898					
10/14/17	08:43:48 AM	5.334					
10/14/17	09:43:48 AM	5.179					
10/14/17	10:43:48 AM	4.740					
10/14/17	11:43:48 AM	5.128					
10/14/17	12:43:48 PM	5.745					
10/14/17	01:43:48 PM	6.153					
10/14/17	02:43:48 PM	6.102					
10/14/17	03:43:48 PM	6.000					
10/14/17	04:43:48 PM	6.000					
10/14/17	05:43:48 PM	6.000					
10/14/17	06:43:48 PM	6.000					
10/14/17	07:43:48 PM	6.000					
10/14/17	08:43:48 PM	6.000					
10/14/17	09:43:48 PM	6.000					
10/14/17	10:43:48 PM	6.000					
10/14/17	11:43:48 PM	6.000					
10/15/17	12:43:48 AM	6.000					
10/15/17	01:43:48 AM	6.000					
10/15/17	02:43:48 AM	6.000					
10/15/17	03:43:48 AM	6.000					
10/15/17	04:43:48 AM	6.000					
10/15/17	05:43:48 AM	6.000					
10/15/17	06:43:48 AM	6.000					
10/15/17	07:43:48 AM	6.000					
10/15/17	08:43:48 AM	6.000					
10/15/17	09:43:48 AM	6.000					
10/15/17	10:43:48 AM	6.000					
10/15/17	11:43:48 AM	6.051					
10/15/17	12:43:48 PM	7.519					
10/15/17	01:43:48 PM	6.051					
10/15/17	02:43:48 PM	6.077					
10/15/17	03:43:48 PM	6.102					
10/15/17	04:43:48 PM	6.128					
10/15/17	05:43:48 PM	6.128					
10/15/17	06:43:48 PM	6.128					
10/15/17	07:43:48 PM	6.077					
10/15/17	08:43:48 PM	6.102					
10/15/17	09:43:48 PM	6.077					
10/15/17	10:43:48 PM	6.102					
10/15/17	11:43:48 PM	6.102					
10/16/17	12:43:48 AM	6.077					
10/16/17	01:43:48 AM	6.102					
10/16/17	02:43:48 AM	6.077					
10/16/17	03:43:48 AM	6.153					
