Date	Time	Temperature  (*C)
10/17/11	11:37:14.0	18.75
10/17/11	12:37:14.0	7.63
10/17/11	13:37:14.0	7.48
10/17/11	14:37:14.0	7.33
10/17/11	15:37:14.0	7.17
10/17/11	16:37:14.0	6.71
10/17/11	17:37:14.0	6.71
10/17/11	18:37:14.0	6.71
10/17/11	19:37:14.0	6.55
10/17/11	20:37:14.0	6.55
10/17/11	21:37:14.0	6.55
10/17/11	22:37:14.0	6.55
10/17/11	23:37:14.0	6.55
10/18/11	00:37:14.0	6.55
10/18/11	01:37:14.0	6.55
10/18/11	02:37:14.0	6.55
10/18/11	03:37:14.0	6.55
10/18/11	04:37:14.0	6.55
10/18/11	05:37:14.0	6.55
10/18/11	06:37:14.0	6.55
10/18/11	07:37:14.0	6.71
10/18/11	08:37:14.0	6.86
10/18/11	09:37:14.0	6.71
10/18/11	10:37:14.0	6.71
10/18/11	11:37:14.0	6.71
10/18/11	12:37:14.0	9.49
10/18/11	13:37:14.0	9.64
10/18/11	14:37:14.0	6.86
10/18/11	15:37:14.0	6.86
10/18/11	16:37:14.0	6.86
10/18/11	17:37:14.0	6.86
10/18/11	18:37:14.0	6.86
10/18/11	19:37:14.0	6.86
10/18/11	20:37:14.0	6.86
10/18/11	21:37:14.0	6.86
10/18/11	22:37:14.0	6.86
10/18/11	23:37:14.0	6.86
10/19/11	00:37:14.0	6.86
10/19/11	01:37:14.0	6.86
10/19/11	02:37:14.0	6.86
10/19/11	03:37:14.0	6.86
10/19/11	04:37:14.0	6.86
10/19/11	05:37:14.0	6.86
10/19/11	06:37:14.0	6.86
10/19/11	07:37:14.0	6.86
10/19/11	08:37:14.0	5.77
10/19/11	09:37:14.0	6.24
10/19/11	10:37:14.0	6.55
10/19/11	11:37:14.0	7.63
10/19/11	12:37:14.0	9.64
10/19/11	13:37:14.0	7.79
10/19/11	14:37:14.0	7.33
10/19/11	15:37:14.0	6.39
10/19/11	16:37:14.0	6.55
10/19/11	17:37:14.0	5.92
10/19/11	18:37:14.0	5.14
10/19/11	19:37:14.0	4.36
10/19/11	20:37:14.0	4.36
10/19/11	21:37:14.0	4.99
10/19/11	22:37:14.0	4.68
10/19/11	23:37:14.0	4.21
10/20/11	00:37:14.0	4.68
10/20/11	01:37:14.0	4.83
10/20/11	02:37:14.0	4.99
10/20/11	03:37:14.0	5.30
10/20/11	04:37:14.0	5.46
10/20/11	05:37:14.0	5.46
10/20/11	06:37:14.0	5.14
10/20/11	07:37:14.0	4.83
10/20/11	08:37:14.0	4.68
10/20/11	09:37:14.0	5.30
10/20/11	10:37:14.0	5.77
10/20/11	11:37:14.0	7.17
10/20/11	12:37:14.0	7.33
10/20/11	13:37:14.0	7.63
10/20/11	14:37:14.0	5.92
10/20/11	15:37:14.0	5.92
10/20/11	16:37:14.0	6.08
10/20/11	17:37:14.0	5.92
10/20/11	18:37:14.0	5.92
10/20/11	19:37:14.0	5.92
10/20/11	20:37:14.0	5.92
10/20/11	21:37:14.0	5.77
10/20/11	22:37:14.0	5.92
10/20/11	23:37:14.0	5.92
10/21/11	00:37:14.0	5.92
10/21/11	01:37:14.0	5.92
10/21/11	02:37:14.0	5.92
10/21/11	03:37:14.0	5.92
10/21/11	04:37:14.0	5.92
10/21/11	05:37:14.0	5.92
10/21/11	06:37:14.0	5.92
10/21/11	07:37:14.0	5.92
10/21/11	08:37:14.0	5.92
10/21/11	09:37:14.0	5.92
10/21/11	10:37:14.0	6.86
10/21/11	11:37:14.0	5.30
10/21/11	12:37:14.0	4.99
10/21/11	13:37:14.0	4.68
10/21/11	14:37:14.0	7.17
10/21/11	15:37:14.0	7.02
10/21/11	16:37:14.0	7.02
10/21/11	17:37:14.0	7.02
10/21/11	18:37:14.0	6.86
10/21/11	19:37:14.0	6.86
10/21/11	20:37:14.0	6.86
10/21/11	21:37:14.0	6.86
10/21/11	22:37:14.0	6.86
10/21/11	23:37:14.0	6.86
10/22/11	00:37:14.0	7.02
10/22/11	01:37:14.0	7.02
10/22/11	02:37:14.0	7.02
10/22/11	03:37:14.0	7.02
10/22/11	04:37:14.0	7.02
10/22/11	05:37:14.0	7.02
10/22/11	06:37:14.0	7.02
10/22/11	07:37:14.0	7.02
10/22/11	08:37:14.0	7.02
10/22/11	09:37:14.0	5.46
10/22/11	10:37:14.0	5.61
10/22/11	11:37:14.0	5.61
10/22/11	12:37:14.0	5.14
10/22/11	13:37:14.0	4.83
10/22/11	14:37:14.0	4.83
10/22/11	15:37:14.0	5.61
10/22/11	16:37:14.0	5.30
10/22/11	17:37:14.0	5.46
10/22/11	18:37:14.0	5.77
10/22/11	19:37:14.0	5.14
10/22/11	20:37:14.0	5.14
10/22/11	21:37:14.0	4.99
10/22/11	22:37:14.0	4.99
10/22/11	23:37:14.0	4.99
10/23/11	00:37:14.0	4.99
10/23/11	01:37:14.0	4.99
10/23/11	02:37:14.0	4.99
10/23/11	03:37:14.0	5.14
10/23/11	04:37:14.0	5.14
10/23/11	05:37:14.0	5.46
10/23/11	06:37:14.0	5.61
10/23/11	07:37:14.0	6.08
10/23/11	08:37:14.0	6.24
10/23/11	09:37:14.0	5.14
10/23/11	10:37:14.0	5.14
10/23/11	11:37:14.0	6.55
10/23/11	12:37:14.0	6.71
10/23/11	13:37:14.0	7.17
10/23/11	14:37:14.0	4.83
10/23/11	15:37:14.0	4.83
10/23/11	16:37:14.0	4.83
10/23/11	17:37:14.0	4.83
10/23/11	18:37:14.0	4.83
10/23/11	19:37:14.0	4.99
10/23/11	20:37:14.0	4.99
10/23/11	21:37:14.0	5.30
10/23/11	22:37:14.0	5.46
10/23/11	23:37:14.0	5.61
10/24/11	00:37:14.0	4.99
10/24/11	01:37:14.0	4.99
10/24/11	02:37:14.0	4.83
10/24/11	03:37:14.0	4.83
10/24/11	04:37:14.0	4.83
10/24/11	05:37:14.0	4.83
10/24/11	06:37:14.0	4.83
10/24/11	07:37:14.0	4.99
10/24/11	08:37:14.0	5.14
10/24/11	09:37:14.0	6.86
10/24/11	10:37:14.0	4.99
10/24/11	11:37:14.0	5.92
10/24/11	12:37:14.0	7.17
10/24/11	13:37:14.0	7.48
10/24/11	14:37:14.0	7.33
10/24/11	15:37:14.0	7.17
10/24/11	16:37:14.0	7.17
10/24/11	17:37:14.0	7.17
10/24/11	18:37:14.0	7.17
10/24/11	19:37:14.0	7.17
10/24/11	20:37:14.0	7.17
10/24/11	21:37:14.0	7.17
10/24/11	22:37:14.0	7.17
10/24/11	23:37:14.0	7.17
10/25/11	00:37:14.0	7.17
10/25/11	01:37:14.0	7.17
10/25/11	02:37:14.0	7.17
10/25/11	03:37:14.0	7.17
10/25/11	04:37:14.0	7.17
10/25/11	05:37:14.0	7.17
10/25/11	06:37:14.0	7.17
10/25/11	07:37:14.0	7.17
10/25/11	08:37:14.0	7.17
10/25/11	09:37:14.0	7.17
10/25/11	10:37:14.0	13.22
10/25/11	11:37:14.0	14.14
