Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
541	14.48754	3.1315662	7.2294	6.111840	24.98531
542	14.46893	3.1326089	7.4475	6.113407	25.00639
543	14.45020	3.1338801	7.6746	6.114911	25.02958
544	14.43180	3.1343677	7.9017	6.116642	25.04567
545	14.41429	3.1349974	8.1198	6.118234	25.06244
546	14.39919	3.1357689	8.3376	6.119532	25.07893
547	14.37425	3.1388554	8.5677	6.121071	25.12225
548	14.33659	3.1412639	8.7887	6.124144	25.16788
549	14.30155	3.1430862	9.0008	6.127142	25.20670
550	14.27265	3.1457491	9.2188	6.129229	25.24903
551	14.23070	3.1587164	9.4550	6.129206	25.39141
552	14.15904	3.1690706	9.6728	6.133101	25.53050
553	14.08521	3.1757534	9.8969	6.138446	25.63882
554	14.01135	3.1851790	10.1332	6.142863	25.77208
555	13.90443	3.1995704	10.3632	6.148984	25.97262
556	13.72678	3.2136385	10.5872	6.162482	26.21958
557	13.54669	3.2206700	10.8173	6.178665	26.40661
558	13.40261	3.2279378	11.0415	6.191066	26.57229
559	13.27275	3.2366108	11.2746	6.201511	26.74197
560	13.15299	3.2421482	11.4864	6.212015	26.87684
561	13.05570	3.2445060	11.6953	6.221318	26.96728
562	12.97652	3.2466141	11.9166	6.228835	27.04290
563	12.91011	3.2476092	12.1345	6.235423	27.09939
564	12.85120	3.2475787	12.3615	6.241603	27.14119
565	12.79342	3.2467413	12.5824	6.247964	27.17481
566	12.68017	3.2500640	12.8035	6.258660	27.28710
567	12.43940	3.2544783	13.0366	6.282428	27.50309
568	12.19118	3.2545436	13.2607	6.308707	27.68600
569	11.98536	3.2550717	13.4939	6.330436	27.84362
570	11.79497	3.2545793	13.7178	6.351001	27.98134
571	11.61829	3.2567285	13.9419	6.369172	28.13504
572	11.44461	3.2585025	14.1570	6.387229	28.28407
573	11.24677	3.2619059	14.3961	6.407337	28.46860
574	11.01766	3.2653360	14.6171	6.430914	28.67944
575	10.81884	3.2660276	14.8381	6.452366	28.84182
576	10.66929	3.2675275	15.0592	6.468172	28.97451
577	10.56489	3.2672466	15.2802	6.479771	29.05456
578	10.48761	3.2687521	15.5072	6.487682	29.13093
579	10.43384	3.2668782	15.7282	6.494380	29.15534
580	10.39067	3.2679758	15.9432	6.498707	29.20069
581	10.35734	3.2675312	16.1671	6.502579	29.22296
582	10.28297	3.2676260	16.3731	6.510779	29.28365
583	10.13039	3.2666937	16.5850	6.528107	29.39764
584	9.95803	3.2668209	16.7939	6.547267	29.53913
585	9.81622	3.2650737	17.0059	6.563866	29.63774
586	9.70022	3.2642603	17.2360	6.577231	29.72502
587	9.60791	3.2647627	17.4478	6.587406	29.80639
588	9.54073	3.2657287	17.6868	6.594570	29.87186
589	9.48695	3.2695724	17.9324	6.599002	29.95556
590	9.39685	3.2684824	18.1564	6.609647	30.01977
591	9.24933	3.2578132	18.3835	6.630970	30.03478
592	9.06842	3.2511926	18.6074	6.654472	30.11944
593	8.90039	3.2491111	18.8407	6.674636	30.24048
594	8.77518	3.2506014	19.0525	6.688370	30.36267
595	8.69062	3.2494888	19.2796	6.698610	30.42360
596	8.63436	3.2501088	19.4854	6.704829	30.47835
597	8.59212	3.2496401	19.6975	6.709921	30.50981
598	8.55382	3.2495780	19.9123	6.714381	30.54216
599	8.51701	3.2491155	20.1242	6.718852	30.56910
600	8.48422	3.2481526	20.3453	6.723087	30.58738
601	8.44914	3.2480342	20.5542	6.727210	30.61648
602	8.41517	3.2476281	20.7691	6.731339	30.64165
603	8.38736	3.2474408	20.9871	6.734657	30.66379
604	8.36162	3.2474412	21.2172	6.737653	30.68612
605	8.34093	3.2472851	21.4351	6.740132	30.70242
606	8.32160	3.2475043	21.6773	6.742285	30.72148
607	8.30464	3.2486241	21.8894	6.743753	30.74794
608	8.28672	3.2480302	22.1316	6.746113	30.75727
609	8.26817	3.2504827	22.3345	6.747160	30.79915
610	8.24689	3.2487438	22.5492	6.750434	30.79945
611	8.22337	3.2493071	22.7732	6.752921	30.82588
612	8.20512	3.2500518	22.9792	6.754712	30.84965
613	8.18815	3.2492763	23.1882	6.757049	30.85630
614	8.17381	3.2500523	23.3908	6.758370	30.87698
615	8.16403	3.2484072	23.5998	6.760269	30.86818
616	8.15387	3.2481572	23.8117	6.761573	30.87439
617	8.14633	3.2466688	24.0206	6.763139	30.86526
618	8.13757	3.2470442	24.2446	6.763995	30.87683
619	8.12864	3.2474447	24.4596	6.764858	30.88880
620	8.11801	3.2468257	24.6836	6.766388	30.89155
621	8.10829	3.2476014	24.8895	6.767172	30.90819
