Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
110	14.05361	1.7025504	0.7145	6.641712	12.96645
111	14.05436	1.7025504	0.7267	6.641616	12.96619
112	14.05449	1.7022108	0.7327	6.641715	12.96334
113	14.05424	1.7014419	0.7388	6.642008	12.95706
114	14.05655	1.7009427	0.7299	6.641879	12.95215
115	14.05699	1.7004186	0.7237	6.642000	12.94767
116	14.05630	1.6998146	0.7178	6.642294	12.94290
117	14.05812	1.6993305	0.7177	6.642224	12.93828
118	14.05999	1.6989113	0.7236	6.642125	12.93419
119	14.06006	1.6983125	0.7358	6.642320	12.92921
120	14.06162	1.6970653	0.7327	6.642541	12.91836
121	14.06813	1.6957435	0.7238	6.642152	12.90526
122	14.07144	1.6954442	0.7207	6.641826	12.90168
123	14.06775	1.6955689	0.7360	6.642259	12.90394
124	14.06275	1.6957235	0.7420	6.642851	12.90688
125	14.06456	1.6932006	0.7420	6.643473	12.88541
126	14.07194	1.6916804	0.7389	6.643037	12.87038
127	14.08221	1.6911022	0.7299	6.641911	12.86219
128	14.08359	1.6908979	0.7390	6.641803	12.86004
129	14.07989	1.6906837	0.7482	6.642351	12.85950
130	14.07783	1.6897819	0.7572	6.642922	12.85272
131	14.07989	1.6873115	0.7511	6.643493	12.83162
132	14.08259	1.6861066	0.7541	6.643554	12.82076
133	14.08628	1.6862509	0.7511	6.643029	12.82074
134	14.08885	1.6877497	0.7512	6.642191	12.83227
135	14.08903	1.6916803	0.7510	6.640837	12.86470
136	14.09047	1.6948457	0.7421	6.639580	12.89040
137	14.09354	1.6970701	0.7513	6.638433	12.90777
138	14.06606	1.6970453	0.7572	6.641977	12.91671
139	14.00248	1.6962675	0.7482	6.650432	12.93149
140	13.96833	1.6945622	0.7300	6.655420	12.92876
141	13.95336	1.6964074	0.7149	6.656725	12.94908
142	13.93153	1.7222807	0.7240	6.650714	13.17139
143	13.86571	1.8173680	0.7453	6.626616	13.98831
144	13.73869	1.8769528	0.7573	6.622257	14.53625
145	13.61984	1.8060038	0.7573	6.662000	13.98202
146	13.56637	1.7456604	0.7482	6.689891	13.49317
147	13.51088	1.7139904	0.7391	6.708160	13.24626
148	13.52610	1.7032774	0.7331	6.709906	13.15105
149	13.59939	1.7352775	0.7241	6.689211	13.39439
150	13.65935	1.8004004	0.7363	6.658865	13.92051
151	13.66016	1.8748163	0.7484	6.632968	14.54786
152	13.61045	1.9335761	0.7666	6.618864	15.06485
153	13.52807	1.9324950	0.7605	6.629658	15.08798
154	13.47245	1.8682210	0.7544	6.659216	14.56308
155	13.46408	1.8924310	0.7241	6.651806	14.77202
156	13.44637	1.9750737	0.6970	6.625081	15.48372
157	13.39677	2.0905408	0.7030	6.590725	16.49543
158	13.30875	2.1312943	0.7302	6.587270	16.88571
159	13.24332	2.1416321	0.7636	6.591714	17.00427
160	13.19999	2.0536390	0.7757	6.628363	16.26123
161	13.18069	1.9160488	0.7606	6.679734	15.08427
162	13.15915	1.8427669	0.7455	6.708587	14.46501
163	13.17880	1.8832224	0.7001	6.691652	14.80363
164	13.22767	2.0549704	0.7032	6.624412	16.26096
165	13.24754	2.1305482	0.7243	6.595121	16.90630
166	13.20653	2.1609382	0.7546	6.589413	17.18838
167	13.14549	2.1016307	0.7849	6.618110	16.70038
168	13.11056	1.9545106	0.7759	6.675013	15.44299
169	13.09332	1.8770701	0.7426	6.704887	14.78402
170	13.17966	1.8750612	0.7244	6.694444	14.73342
171	13.32426	1.9119481	0.7304	6.662801	14.99270
172	13.43757	2.0030021	0.7396	6.616389	15.72628
173	13.49295	2.0150980	0.7517	6.605201	15.80708
174	13.52184	1.9520714	0.7638	6.623607	15.25715
175	13.52807	1.9152586	0.7579	6.635678	14.94136
176	13.54656	1.9135687	0.7366	6.633920	14.91981
177	13.59884	1.9213630	0.7184	6.624580	14.96569
178	13.63900	1.9471797	0.7125	6.610536	15.16917
179	13.66350	1.9826596	0.7305	6.595148	15.46096
180	13.67538	1.9936277	0.7397	6.589859	15.54947
181	13.67816	1.9635263	0.7489	6.599944	15.29249
