Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1942	5.29869	3.1606628	104.3382	7.154062	32.51720
1943	5.29859	3.1606070	104.1233	7.154100	32.51677
1944	5.29869	3.1605141	103.9085	7.154132	32.51572
1945	5.29874	3.1603593	103.7058	7.154204	32.51401
1946	5.29918	3.1601859	103.5151	7.154235	32.51170
1947	5.30013	3.1601239	103.3124	7.154143	32.51017
1948	5.30133	3.1600929	103.1068	7.154003	32.50876
1949	5.30233	3.1597648	102.8888	7.154047	32.50416
1950	5.30328	3.1594367	102.6923	7.154098	32.49960
1951	5.30437	3.1591581	102.4922	7.154104	32.49546
1952	5.30547	3.1589229	102.2837	7.154086	32.49182
1953	5.30657	3.1587681	102.0780	7.154025	32.48910
1954	5.30732	3.1586195	101.8661	7.154004	32.48678
1955	5.30777	3.1585823	101.6543	7.153962	32.48603
1956	5.30852	3.1584090	101.4452	7.153955	32.48343
1957	5.30917	3.1582294	101.2487	7.153965	32.48086
1958	5.30981	3.1581675	101.0520	7.153911	32.47962
1959	5.31051	3.1581674	100.8343	7.153817	32.47905
1960	5.31076	3.1580436	100.6314	7.153847	32.47750
1961	5.31081	3.1581673	100.4194	7.153770	32.47897
1962	5.31101	3.1583158	100.2197	7.153660	32.48056
1963	5.31136	3.1586499	100.0233	7.153432	32.48413
1964	5.31146	3.1587117	99.8233	7.153382	32.48483
1965	5.31146	3.1590891	99.6057	7.153175	32.48924
1966	5.31146	3.1601536	99.4027	7.152600	32.50146
1967	5.31146	3.1600297	99.1908	7.152661	32.50016
1968	5.31116	3.1609953	99.0064	7.152178	32.51154
1969	5.31086	3.1623819	98.8003	7.151469	32.52772
1970	5.31011	3.1638865	98.5827	7.150753	32.54570
1971	5.30817	3.1651188	98.3525	7.150334	32.56174
1972	5.30537	3.1658744	98.1317	7.150278	32.57318
1973	5.30298	3.1659920	97.9077	7.150513	32.57696
1974	5.30108	3.1654841	97.6809	7.151020	32.57313
1975	5.29968	3.1652734	97.4416	7.151304	32.57221
1976	5.29864	3.1653477	97.2117	7.151392	32.57419
1977	5.29784	3.1651804	96.9816	7.151577	32.57317
1978	5.29719	3.1650627	96.7637	7.151717	32.57257
1979	5.29694	3.1649078	96.5367	7.151826	32.57116
1980	5.29684	3.1646972	96.3038	7.151946	32.56897
1981	5.29689	3.1646476	96.0770	7.151961	32.56847
1982	5.29704	3.1644555	95.8438	7.152040	32.56626
1983	5.29729	3.1644245	95.6197	7.152019	32.56577
1984	5.29704	3.1646350	95.3991	7.151933	32.56852
1985	5.29674	3.1641271	95.1687	7.152238	32.56314
1986	5.29694	3.1640775	94.9388	7.152234	32.56250
1987	5.29699	3.1640341	94.7211	7.152245	32.56206
1988	5.29699	3.1641578	94.4974	7.152174	32.56358
1989	5.29679	3.1638544	94.2822	7.152357	32.56043
1990	5.29664	3.1636438	94.0644	7.152483	32.55828
1991	5.29674	3.1636437	93.8374	7.152465	32.55830
1992	5.29664	3.1633092	93.6075	7.152652	32.55470
1993	5.29649	3.1631915	93.3927	7.152729	32.55361
1994	5.29644	3.1631605	93.1774	7.152747	32.55341
1995	5.29659	3.1628570	92.9507	7.152885	32.54992
1996	5.29689	3.1630675	92.7118	7.152729	32.55215
1997	5.29684	3.1630860	92.4847	7.152720	32.55252
1998	5.29654	3.1632531	92.2574	7.152663	32.55483
1999	5.29619	3.1633088	92.0307	7.152672	32.55592
2000	5.29599	3.1630982	91.7976	7.152805	32.55383
2001	5.29569	3.1631600	91.5680	7.152804	32.55494
2002	5.29559	3.1631600	91.3253	7.152811	32.55515
2003	5.29529	3.1632156	91.1046	7.152814	32.55619
2004	5.29519	3.1635499	90.8805	7.152642	32.56021
2005	5.29484	3.1636427	90.6596	7.152631	32.56172
2006	5.29469	3.1635807	90.4236	7.152678	32.56127
2007	5.29459	3.1637045	90.1906	7.152619	32.56290
2008	5.29430	3.1637230	89.9664	7.152642	32.56351
2009	5.29420	3.1640326	89.7609	7.152484	32.56724
2010	5.29395	3.1639149	89.5339	7.152573	32.56625
2011	5.29390	3.1637600	89.3038	7.152657	32.56465
2012	5.29380	3.1640014	89.0706	7.152535	32.56762
2013	5.29345	3.1641066	88.8500	7.152517	32.56927
2014	5.29340	3.1642118	88.6229	7.152462	32.57063
2015	5.29325	3.1643666	88.4079	7.152393	32.57265
2016	5.29315	3.1642117	88.1871	7.152483	32.57109
2017	5.29310	3.1643045	87.9568	7.152434	32.57231
2018	5.29290	3.1644221	87.7088	7.152391	32.57397
2019	5.29280	3.1644840	87.4485	7.152364	32.57490
2020	5.29275	3.1644529	87.2277	7.152382	32.57470
2021	5.29270	3.1647253	87.0097	7.152237	32.57797
2022	5.29285	3.1649668	86.7708	7.152083	32.58069
2023	5.29320	3.1649977	86.5344	7.152017	32.58082
2024	5.29390	3.1649976	86.3346	7.151924	32.58024
2025	5.29410	3.1650285	86.1533	7.151878	32.58049
2026	5.29415	3.1652390	85.9593	7.151754	32.58294
2027	5.29410	3.1650284	85.7625	7.151869	32.58069
2028	5.29474	3.1647249	85.5659	7.151945	32.57669
2029	5.29604	3.1647248	85.3844	7.151776	32.57552
2030	5.29679	3.1648053	85.1997	7.151634	32.57580
2031	5.29709	3.1645761	85.0032	7.151714	32.57300
2032	5.29804	3.1643345	84.8125	7.151719	32.56942
2033	5.29978	3.1640929	84.6187	7.151623	32.56506
2034	5.30143	3.1640618	84.4342	7.151427	32.56320
2035	5.30293	3.1639441	84.2406	7.151296	32.56050
2036	5.30437	3.1637273	84.0497	7.151224	32.55672
2037	5.30647	3.1636715	83.8531	7.150984	32.55414
2038	5.30857	3.1634918	83.6503	7.150810	32.55016
2039	5.31016	3.1633989	83.4686	7.150653	32.54764
2040	5.31091	3.1633988	83.2781	7.150554	32.54700
2041	5.31101	3.1632749	83.0811	7.150603	32.54559
2042	5.31151	3.1632191	82.8814	7.150565	32.54457
2043	5.31306	3.1629157	82.6848	7.150527	32.53971
2044	5.31471	3.1627670	82.4913	7.150394	32.53651
2045	5.31590	3.1626431	82.2943	7.150304	32.53404
2046	5.31670	3.1623830	82.0977	7.150337	32.53040
2047	5.31790	3.1623148	81.9070	7.150218	32.52855
2048	5.31930	3.1618938	81.7223	7.150262	32.52249
2049	5.32095	3.1618937	81.5224	7.150048	32.52099
2050	5.32254	3.1619246	81.3348	7.149825	32.51988
2051	5.32434	3.1615902	81.1471	7.149772	32.51443
2052	5.32559	3.1614415	80.9626	7.149689	32.51161
2053	5.32669	3.1612310	80.7661	7.149658	32.50825
2054	5.32814	3.1609895	80.5722	7.149600	32.50419
2055	5.32988	3.1611689	80.3875	7.149278	32.50463
2056	5.33148	3.1609584	80.1909	7.149184	32.50078
2057	5.33293	3.1608098	79.9971	7.149075	32.49778
2058	5.33438	3.1605992	79.7975	7.149000	32.49408
2059	5.33568	3.1604444	79.6038	7.148914	32.49115
2060	5.33653	3.1606548	79.4162	7.148689	32.49282
2061	5.33718	3.1601905	79.2193	7.148851	32.48700
2062	5.33767	3.1600543	79.0227	7.148856	32.48506
2063	5.33852	3.1601161	78.8199	7.148711	32.48505
2064	5.34032	3.1602336	78.6202	7.148415	32.48474
2065	5.34227	3.1604440	78.4264	7.148052	32.48534
2066	5.34367	3.1598435	78.2357	7.148191	32.47725
2067	5.34472	3.1598435	78.0360	7.148054	32.47633
2068	5.34582	3.1595773	77.8423	7.148053	32.47233
2069	5.34736	3.1592739	77.6181	7.148013	32.46749
2070	5.34901	3.1595771	77.4124	7.147638	32.46945
2071	5.35051	3.1597875	77.2218	7.147331	32.47048
2072	5.34816	3.1587972	77.0371	7.148153	32.46158
2073	5.34402	3.1586734	76.8372	7.148740	32.46429
2074	5.34477	3.1586115	76.6403	7.148673	32.46296
2075	5.34836	3.1587289	76.4560	7.148151	32.46090
2076	5.35181	3.1584937	76.2655	7.147836	32.45498
2077	5.35446	3.1586669	76.0593	7.147403	32.45449
2078	5.35681	3.1586730	75.8718	7.147098	32.45238
2079	5.35906	3.1587905	75.6751	7.146746	32.45164
2080	5.36075	3.1584934	75.4814	7.146685	32.44671
2081	5.36215	3.1581282	75.2784	7.146698	32.44130
2082	5.36355	3.1583199	75.0759	7.146414	32.44223
2083	5.36525	3.1584003	74.8760	7.146151	32.44160
2084	5.36635	3.1584002	74.6884	7.146008	32.44063
2085	5.36765	3.1580722	74.4855	7.146014	32.43574
2086	5.36905	3.1577999	74.2857	7.145977	32.43139
2087	5.36995	3.1579359	74.1012	7.145787	32.43216
2088	5.37115	3.1578616	73.9016	7.145670	32.43025
2089	5.37285	3.1577687	73.7227	7.145500	32.42764
2090	5.37435	3.1576758	73.5290	7.145355	32.42523
2091	5.37585	3.1573787	73.3262	7.145319	32.42050
2092	5.37775	3.1575890	73.1265	7.144962	32.42116
2093	5.38005	3.1576756	72.9418	7.144621	32.42001
2094	5.38125	3.1575579	72.7604	7.144527	32.41760
2095	5.38195	3.1574403	72.5603	7.144497	32.41569
2096	5.38275	3.1568091	72.3665	7.144728	32.40783
2097	5.38380	3.1568895	72.1699	7.144547	32.40783
2098	5.38555	3.1571060	71.9610	7.144205	32.40870
2099	5.38765	3.1572544	71.7705	7.143856	32.40846
2100	5.38930	3.1574399	71.5889	7.143544	32.40906
2101	5.39085	3.1573161	71.3860	7.143409	32.40626
2102	5.39220	3.1568273	71.2013	7.143495	32.39949
2103	5.39360	3.1569262	70.9954	7.143260	32.39936
2104	5.39500	3.1569570	70.8077	7.143062	32.39845
2105	5.39650	3.1568332	70.6052	7.142933	32.39570
2106	5.39850	3.1569259	70.4145	7.142627	32.39491
2107	5.40005	3.1567279	70.2208	7.142531	32.39126
2108	5.40200	3.1566226	70.0268	7.142336	32.38828
2109	5.40450	3.1567463	69.8300	7.141949	32.38737
2110	5.40650	3.1568328	69.6333	7.141645	32.38651
2111	5.40845	3.1568637	69.4456	7.141378	32.38507
2112	5.41030	3.1569502	69.2459	7.141093	32.38437
2113	5.41186	3.1568326	69.0553	7.140955	32.38163
2114	5.41356	3.1565974	68.8493	7.140860	32.37742
2115	5.41576	3.1566221	68.6589	7.140564	32.37567
2116	5.41806	3.1565972	68.4650	7.140282	32.37326
2117	5.41981	3.1566652	68.2742	7.140020	32.37244
2118	5.42156	3.1567456	68.0747	7.139751	32.37176
2119	5.42331	3.1567146	67.8685	7.139541	32.36982
2120	5.42517	3.1564732	67.6568	7.139430	32.36540
2121	5.42732	3.1562937	67.4479	7.139249	32.36139
2122	5.42872	3.1572031	67.2602	7.138583	32.37045
2123	5.42652	3.1558420	67.0725	7.139582	32.35722
2124	5.42321	3.1559038	66.8758	7.139962	32.36121
2125	5.42582	3.1559903	66.6849	7.139583	32.35977
2126	5.42987	3.1561263	66.4946	7.138993	32.35750
2127	5.43297	3.1562005	66.3035	7.138557	32.35545
2128	5.43548	3.1559653	66.1068	7.138361	32.35046
2129	5.43798	3.1560828	65.9101	7.137977	32.34948
2130	5.44083	3.1563240	65.7224	7.137484	32.34956
2131	5.44364	3.1563177	65.5318	7.137128	32.34688
2132	5.44629	3.1559897	65.3473	7.136963	32.34069
2133	5.44844	3.1557236	65.1474	7.136828	32.33570
2134	5.45115	3.1555441	64.9568	7.136577	32.33115
2135	5.45380	3.1557234	64.7657	7.136142	32.33072
2136	5.45646	3.1556491	64.5659	7.135841	32.32742
2137	5.45886	3.1556923	64.3693	7.135510	32.32570
2138	5.46171	3.1555995	64.1756	7.135194	32.32199
2139	5.46442	3.1558097	63.9819	7.134736	32.32187
2140	5.46697	3.1555436	63.7850	7.134550	32.31649
2141	5.46968	3.1556487	63.5882	7.134147	32.31517
2142	5.47254	3.1558404	63.3976	7.133680	32.31469
2143	5.47484	3.1560197	63.2070	7.133290	32.31460
