Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	14.80634	0.0011256	0.0026	7.076506	0.01192
2	14.80704	0.0011318	0.0026	7.076397	0.01195
3	14.80678	0.0010763	0.0138	7.076448	0.01169
4	14.80659	0.0008480	0.0361	7.076524	0.01061
5	14.80742	0.0011318	-0.0032	7.076338	0.01195
6	14.80781	0.0011411	0.0028	7.076277	0.01200
7	14.80889	0.0011411	0.0090	7.076110	0.01200
8	14.81081	0.0011318	0.0057	7.075817	0.01195
9	14.81324	0.0011411	0.0059	7.075441	0.01200
10	14.81586	0.0011411	0.0027	7.075038	0.01200
11	14.81605	0.0011318	0.0057	7.075011	0.01196
12	14.81369	0.0011318	0.0087	7.075375	0.01196
13	14.81190	0.0011318	-0.0003	7.075650	0.01195
14	14.81292	0.0011411	0.0056	7.075491	0.01200
15	14.81503	0.0011318	0.0058	7.075168	0.01196
16	14.81675	0.0011318	0.0087	7.074903	0.01196
17	14.81835	0.0011318	0.0087	7.074657	0.01196
18	14.81848	0.0011318	0.0028	7.074637	0.01196
19	14.81631	0.0011226	0.0117	7.074973	0.01191
20	14.80908	0.0011318	0.0117	7.076082	0.01195
21	14.80461	0.0011318	-0.0004	7.076770	0.01195
22	14.80423	0.0011318	-0.0002	7.076829	0.01195
23	14.80493	0.0011318	0.0026	7.076721	0.01195
24	14.80493	0.0011318	0.0057	7.076721	0.01195
25	14.80519	0.0011256	0.0058	7.076683	0.01192
26	14.80602	0.0011318	0.0027	7.076554	0.01195
27	14.80608	0.0011318	0.0057	7.076544	0.01195
28	14.80653	0.0011318	0.0026	7.076476	0.01195
29	14.80717	0.0011318	0.0058	7.076377	0.01195
30	14.80800	0.0011256	0.0057	7.076251	0.01192
31	14.80934	0.0011411	0.0025	7.076041	0.01200
32	14.81100	0.0011318	-0.0004	7.075787	0.01195
33	14.81247	0.0011411	0.0057	7.075559	0.01200
34	14.81190	0.0011411	0.0026	7.075648	0.01200
35	14.80832	0.0011318	0.0085	7.076200	0.01195
36	14.80301	0.0011411	0.0117	7.077014	0.01200
37	14.79343	0.0011411	0.0086	7.078489	0.01199
38	14.78072	0.0011411	0.0087	7.080446	0.01199
39	14.76285	0.0011318	0.0026	7.083201	0.01194
40	14.74728	0.0011318	0.0087	7.085601	0.01194
41	14.74499	0.0011318	0.0025	7.085956	0.01194
42	14.74856	0.0011318	-0.0004	7.085405	0.01194
43	14.75296	0.0011318	0.0026	7.084726	0.01194
44	14.75730	0.0011318	0.0026	7.084057	0.01194
45	14.76119	0.0011318	0.0025	7.083457	0.01194
46	14.76451	0.0011411	0.0056	7.082944	0.01199
47	14.76777	0.0011318	-0.0004	7.082444	0.01194
48	14.77230	0.0011411	0.0055	7.081744	0.01199
49	14.77600	0.0011318	0.0026	7.081176	0.01194
50	14.77862	0.0011411	0.0087	7.080770	0.01199
51	14.78021	0.0011318	0.0086	7.080526	0.01195
52	14.78117	0.0011318	0.0086	7.080379	0.01195
53	14.78168	0.0011318	0.0086	7.080300	0.01195
54	14.78213	0.0011318	0.0116	7.080231	0.01195
55	14.78258	0.0011318	0.0056	7.080163	0.01195
56	14.78187	0.0011318	0.0056	7.080271	0.01195
57	14.78130	0.0011411	0.0087	7.080357	0.01199
58	14.78015	0.0011411	0.0117	7.080534	0.01199
59	14.78053	0.0011318	0.0116	7.080477	0.01195
60	14.78181	0.0011318	0.0026	7.080281	0.01195
61	14.77964	0.0033145	0.0358	7.080125	0.02322
62	14.57636	1.3472995	0.1086	6.691897	9.92498
63	14.25075	1.8945644	0.1994	6.551921	14.49197
64	14.02891	2.8134838	0.2994	6.266972	22.46930
65	13.87037	2.8384068	0.4205	6.275795	22.78180
66	13.75400	2.8560187	0.5536	6.282467	23.00684
67	13.67990	2.8309813	0.6475	6.299229	22.82885
68	13.64043	2.8203344	0.6778	6.307259	22.75774
69	13.62225	2.8303107	0.6838	6.305804	22.85717
70	13.61304	2.8445289	0.6748	6.301887	22.98910
71	13.60656	2.8439400	0.6566	6.302804	22.98775
72	13.60149	2.8645752	0.6415	6.296201	23.17451
73	13.59637	2.8786117	0.6264	6.291891	23.30270
74	13.59384	2.8851999	0.6262	6.289882	23.36298
75	13.59322	2.8881312	0.6232	6.288932	23.38950
76	13.59612	2.8903273	0.6234	6.287853	23.40732
77	13.60094	2.8915482	0.6293	6.286904	23.41527
78	13.60835	2.8930448	0.6415	6.285576	23.42409
79	13.61811	2.8766099	0.6474	6.290208	23.27166
80	13.62485	2.8860610	0.6596	6.286197	23.35177
81	13.62374	2.8953500	0.6656	6.283100	23.43524
82	13.62089	2.8980274	0.6536	6.282482	23.46085
83	13.61786	2.8975781	0.6263	6.282967	23.45871
84	13.61502	2.8943380	0.6142	6.284400	23.43155
85	13.61045	2.8982012	0.6111	6.283559	23.46880
86	13.60742	2.8984589	0.6293	6.283800	23.47294
87	13.60952	2.8974225	0.6506	6.283931	23.46241
88	13.61428	2.8812474	0.6656	6.289020	23.31530
89	13.62052	2.8791852	0.6505	6.289052	23.29314
90	13.62905	2.8862643	0.6324	6.285668	23.35104
91	13.64680	2.8944155	0.6294	6.280911	23.41286
92	13.64717	2.8973083	0.6324	6.279870	23.43840
93	13.63684	2.9001004	0.6415	6.280028	23.46959
94	13.62819	2.9013410	0.6474	6.280540	23.48594
95	13.62411	2.9025278	0.6445	6.280573	23.49902
96	13.62343	2.9020363	0.6445	6.280817	23.49505
97	13.62065	2.9001185	0.6293	6.281784	23.47966
98	13.61601	2.9030733	0.6324	6.281265	23.50885
99	13.61070	2.9044943	0.6446	6.281351	23.52478
100	13.60576	2.9049260	0.6536	6.281739	23.53165
101	13.60427	2.9017188	0.6536	6.283013	23.50395
102	13.61051	2.8975363	0.6506	6.283783	23.46282
103	13.61360	2.9005920	0.6264	6.282387	23.48819
104	13.61181	2.9049859	0.6233	6.281059	23.52849
105	13.60693	2.9050699	0.6233	6.281561	23.53223
106	13.60131	2.9055617	0.6385	6.282003	23.54006
107	13.59878	2.9062273	0.6415	6.282048	23.54755
108	13.60057	2.9063413	0.6414	6.281813	23.54747
109	13.60520	2.9041466	0.6384	6.282070	23.52504
110	13.60878	2.9043864	0.6202	6.281597	23.52499
111	13.60860	2.9077567	0.6081	6.280448	23.55518
112	13.60452	2.9061373	0.6111	6.281453	23.54323
