Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	20.48972	0.0001477	0.0000	6.288919	0.01021
2	20.49002	0.0001539	0.0000	6.288881	0.01022
3	20.49070	0.0001601	-0.0030	6.288796	0.01023
4	20.49123	0.0001724	-0.0030	6.288729	0.01025
5	20.48398	0.0001724	-0.0060	6.289634	0.01025
6	20.46275	0.0001755	0.0001	6.292283	0.01025
7	20.44909	0.0001786	-0.0060	6.293990	0.01025
8	20.44645	0.0001755	-0.0030	6.294320	0.01024
9	20.44728	0.0001724	-0.0061	6.294217	0.01023
10	20.44871	0.0001724	-0.0061	6.294037	0.01023
11	20.44947	0.0001693	-0.0000	6.293943	0.01023
12	20.44796	0.0001539	-0.0030	6.294133	0.01020
13	20.44849	0.0001601	-0.0030	6.294067	0.01021
14	20.44177	0.0001539	-0.0031	6.294906	0.01020
15	20.41627	0.0001539	-0.0030	6.298094	0.01019
16	20.38326	0.0001539	-0.0000	6.302225	0.01018
17	20.36910	0.0001632	-0.0031	6.303998	0.01019
18	20.36669	0.0001539	-0.0031	6.304300	0.01017
19	20.35932	0.0001724	-0.0061	6.305224	0.01020
20	20.34780	0.0001786	-0.0000	6.306667	0.01021
21	20.27444	0.5032969	0.0635	6.205573	2.99993
22	18.68095	0.7762733	0.1029	6.332716	4.95018
23	16.80764	1.2762719	0.1392	6.427403	8.84982
24	15.64685	1.8667165	0.1483	6.390591	13.76229
25	14.93847	1.8177082	0.1422	6.492161	13.61122
26	14.55250	1.6061101	0.1181	6.609876	12.01537
27	14.37312	0.5642951	0.1119	6.974287	3.91373
28	14.55656	1.7089928	0.1180	6.575395	12.85265
29	14.68610	1.6055160	0.1150	6.592971	11.96958
30	14.72509	1.5906234	0.1150	6.592863	11.83727
31	14.69444	1.5613103	0.1150	6.606377	11.60972
32	14.67375	1.5606345	0.1119	6.609258	11.61041
33	14.66859	1.5897044	0.1150	6.600393	11.84693
34	14.66369	1.5905308	0.1180	6.600749	11.85510
35	14.66617	1.6062714	0.1210	6.595270	11.98179
36	14.67489	1.5680596	0.1119	6.606678	11.67004
37	14.69081	1.1000985	0.0907	6.757007	7.94905
38	14.74843	1.4881446	0.1089	6.623309	11.00547
39	14.94013	1.8392245	0.1240	6.484980	13.78614
40	15.04805	1.9712157	0.1331	6.429173	14.82676
41	15.04342	1.6182114	0.1270	6.543514	11.96302
42	14.98609	1.8083769	0.1361	6.489321	13.51879
43	14.89930	3.0624314	0.1482	6.092146	24.12348
44	14.80199	3.1000781	0.1573	6.089879	24.51179
45	14.62865	3.1055440	0.1543	6.105858	24.66880
46	14.51890	2.7900389	0.1482	6.221564	21.98403
47	14.52283	2.6259267	0.1603	6.275537	20.56503
48	14.52004	3.1776499	0.2088	6.093203	25.37265
