DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
10/19/18	09:28:04 AM	17.558					
10/19/18	10:28:04 AM	17.486					
10/19/18	11:28:04 AM	17.677					
10/19/18	12:28:04 PM	15.963					
10/19/18	01:28:04 PM	11.029					
10/19/18	02:28:04 PM	10.026					
10/19/18	03:28:04 PM	6.408					
10/19/18	04:28:04 PM	6.408					
10/19/18	05:28:04 PM	6.458					
10/19/18	06:28:04 PM	6.737					
10/19/18	07:28:04 PM	6.788					
10/19/18	08:28:04 PM	6.585					
10/19/18	09:28:04 PM	6.687					
10/19/18	10:28:04 PM	6.839					
10/19/18	11:28:04 PM	6.763					
10/20/18	12:28:04 AM	6.357					
10/20/18	01:28:04 AM	6.331					
10/20/18	02:28:04 AM	6.281					
10/20/18	03:28:04 AM	6.281					
10/20/18	04:28:04 AM	6.408					
10/20/18	05:28:04 AM	6.484					
10/20/18	06:28:04 AM	6.864					
10/20/18	07:28:04 AM	6.763					
10/20/18	08:28:04 AM	6.712					
10/20/18	09:28:04 AM	6.839					
10/20/18	10:28:04 AM	6.712					
10/20/18	11:28:04 AM	9.805					
10/20/18	12:28:04 PM	9.139					
10/20/18	01:28:04 PM	7.066					
10/20/18	02:28:04 PM	6.940					
10/20/18	03:28:04 PM	6.535					
10/20/18	04:28:04 PM	6.535					
10/20/18	05:28:04 PM	6.458					
10/20/18	06:28:04 PM	6.484					
10/20/18	07:28:04 PM	6.611					
10/20/18	08:28:04 PM	6.788					
10/20/18	09:28:04 PM	6.737					
10/20/18	10:28:04 PM	6.788					
10/20/18	11:28:04 PM	6.661					
10/21/18	12:28:04 AM	6.611					
10/21/18	01:28:04 AM	6.000					
10/21/18	02:28:04 AM	6.128					
10/21/18	03:28:04 AM	6.153					
10/21/18	04:28:04 AM	6.204					
10/21/18	05:28:04 AM	6.128					
10/21/18	06:28:04 AM	6.179					
10/21/18	07:28:04 AM	6.306					
10/21/18	08:28:04 AM	6.560					
10/21/18	09:28:04 AM	9.139					
10/21/18	10:28:04 AM	9.114					
10/21/18	11:28:04 AM	8.990					
10/21/18	12:28:04 PM	8.941					
10/21/18	01:28:04 PM	8.866					
10/21/18	02:28:04 PM	8.519					
10/21/18	03:28:04 PM	8.344					
10/21/18	04:28:04 PM	8.220					
10/21/18	05:28:04 PM	6.408					
10/21/18	06:28:04 PM	6.357					
10/21/18	07:28:04 PM	6.331					
10/21/18	08:28:04 PM	6.281					
10/21/18	09:28:04 PM	6.408					
10/21/18	10:28:04 PM	6.357					
10/21/18	11:28:04 PM	6.509					
10/22/18	12:28:04 AM	6.687					
10/22/18	01:28:04 AM	6.839					
10/22/18	02:28:04 AM	6.914					
10/22/18	03:28:04 AM	6.965					
10/22/18	04:28:04 AM	6.585					
10/22/18	05:28:04 AM	6.484					
10/22/18	06:28:04 AM	6.408					
10/22/18	07:28:04 AM	6.255					
10/22/18	08:28:04 AM	6.611					
10/22/18	09:28:04 AM	6.230					
10/22/18	10:28:04 AM	6.230					
10/22/18	11:28:04 AM	6.560					
10/22/18	12:28:04 PM	6.077					
10/22/18	01:28:04 PM	6.077					
10/22/18	02:28:04 PM	5.385					
10/22/18	03:28:04 PM	5.385					
10/22/18	04:28:04 PM	5.360					
10/22/18	05:28:04 PM	5.360					
10/22/18	06:28:04 PM	5.308					
10/22/18	07:28:04 PM	5.308					
10/22/18	08:28:04 PM	5.360					
10/22/18	09:28:04 PM	5.360					
10/22/18	10:28:04 PM	5.334					
10/22/18	11:28:04 PM	5.360					
10/23/18	12:28:04 AM	5.334					
10/23/18	01:28:04 AM	5.334					
10/23/18	02:28:04 AM	5.334					
10/23/18	03:28:04 AM	5.360					
10/23/18	04:28:04 AM	5.360					
10/23/18	05:28:04 AM	5.308					
10/23/18	06:28:04 AM	5.360					
10/23/18	07:28:04 AM	5.334					
10/23/18	08:28:04 AM	5.334					
10/23/18	09:28:04 AM	7.393					
10/23/18	10:28:04 AM	8.245					
10/23/18	11:28:04 AM	8.419					
10/23/18	12:28:04 PM	9.731					
10/23/18	01:28:04 PM	9.608					
10/23/18	02:28:04 PM	9.608					
