DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
10/19/18	09:25:09 AM	17.486					
10/19/18	10:25:09 AM	18.438					
10/19/18	11:25:09 AM	19.032					
10/19/18	12:25:09 PM	18.985					
10/19/18	01:25:09 PM	7.569					
10/19/18	02:25:09 PM	7.645					
10/19/18	03:25:09 PM	7.519					
10/19/18	04:25:09 PM	7.544					
10/19/18	05:25:09 PM	7.745					
10/19/18	06:25:09 PM	7.770					
10/19/18	07:25:09 PM	7.770					
10/19/18	08:25:09 PM	7.770					
10/19/18	09:25:09 PM	7.268					
10/19/18	10:25:09 PM	7.142					
10/19/18	11:25:09 PM	7.419					
10/20/18	12:25:09 AM	7.318					
10/20/18	01:25:09 AM	7.519					
10/20/18	02:25:09 AM	7.745					
10/20/18	03:25:09 AM	7.770					
10/20/18	04:25:09 AM	7.795					
10/20/18	05:25:09 AM	7.745					
10/20/18	06:25:09 AM	7.720					
10/20/18	07:25:09 AM	7.720					
10/20/18	08:25:09 AM	8.095					
10/20/18	09:25:09 AM	8.095					
10/20/18	10:25:09 AM	8.045					
10/20/18	11:25:09 AM	8.444					
10/20/18	12:25:09 PM	8.717					
10/20/18	01:25:09 PM	8.891					
10/20/18	02:25:09 PM	9.583					
10/20/18	03:25:09 PM	7.469					
10/20/18	04:25:09 PM	7.619					
10/20/18	05:25:09 PM	7.770					
10/20/18	06:25:09 PM	7.770					
10/20/18	07:25:09 PM	7.670					
10/20/18	08:25:09 PM	7.695					
10/20/18	09:25:09 PM	7.970					
10/20/18	10:25:09 PM	7.142					
10/20/18	11:25:09 PM	7.594					
10/21/18	12:25:09 AM	6.889					
10/21/18	01:25:09 AM	7.142					
10/21/18	02:25:09 AM	6.661					
10/21/18	03:25:09 AM	6.712					
10/21/18	04:25:09 AM	6.763					
10/21/18	05:25:09 AM	6.509					
10/21/18	06:25:09 AM	7.945					
10/21/18	07:25:09 AM	6.661					
10/21/18	08:25:09 AM	6.990					
10/21/18	09:25:09 AM	7.368					
10/21/18	10:25:09 AM	7.795					
10/21/18	11:25:09 AM	8.916					
10/21/18	12:25:09 PM	8.767					
10/21/18	01:25:09 PM	8.841					
10/21/18	02:25:09 PM	8.444					
10/21/18	03:25:09 PM	5.924					
10/21/18	04:25:09 PM	6.051					
10/21/18	05:25:09 PM	5.693					
10/21/18	06:25:09 PM	5.668					
10/21/18	07:25:09 PM	5.616					
10/21/18	08:25:09 PM	5.616					
10/21/18	09:25:09 PM	5.745					
10/21/18	10:25:09 PM	5.821					
10/21/18	11:25:09 PM	5.975					
10/22/18	12:25:09 AM	5.975					
10/22/18	01:25:09 AM	6.077					
10/22/18	02:25:09 AM	5.693					
10/22/18	03:25:09 AM	5.745					
10/22/18	04:25:09 AM	5.898					
10/22/18	05:25:09 AM	5.796					
10/22/18	06:25:09 AM	5.796					
10/22/18	07:25:09 AM	5.719					
10/22/18	08:25:09 AM	5.693					
10/22/18	09:25:09 AM	6.204					
10/22/18	10:25:09 AM	6.281					
10/22/18	11:25:09 AM	6.204					
10/22/18	12:25:09 PM	6.153					
10/22/18	01:25:09 PM	5.872					
10/22/18	02:25:09 PM	5.385					
10/22/18	03:25:09 PM	5.872					
10/22/18	04:25:09 PM	7.368					
10/22/18	05:25:09 PM	7.393					
10/22/18	06:25:09 PM	7.444					
10/22/18	07:25:09 PM	7.469					
10/22/18	08:25:09 PM	7.444					
10/22/18	09:25:09 PM	7.419					
10/22/18	10:25:09 PM	7.368					
10/22/18	11:25:09 PM	7.368					
10/23/18	12:25:09 AM	7.393					
10/23/18	01:25:09 AM	7.494					
10/23/18	02:25:09 AM	7.494					
10/23/18	03:25:09 AM	7.569					
10/23/18	04:25:09 AM	7.519					
10/23/18	05:25:09 AM	7.544					
10/23/18	06:25:09 AM	7.544					
10/23/18	07:25:09 AM	7.544					
10/23/18	08:25:09 AM	7.469					
10/23/18	09:25:09 AM	7.494					
10/23/18	10:25:09 AM	7.393					
10/23/18	11:25:09 AM	7.368					
10/23/18	12:25:09 PM	9.731					
10/23/18	01:25:09 PM	9.312					
10/23/18	02:25:09 PM	9.213					
