Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
109	8.03425	2.9125315	0.5096	6.930461	27.47137
110	8.02908	2.9149087	0.5065	6.930004	27.50016
111	8.02721	2.9172806	0.5035	6.929136	27.52630
112	8.02604	2.9183917	0.5066	6.928767	27.53879
113	8.02508	2.9185119	0.5127	6.928831	27.54079
114	8.02401	2.9188843	0.5190	6.928792	27.54550
115	8.02385	2.9199896	0.5188	6.928298	27.55713
116	8.02369	2.9210230	0.5250	6.927838	27.56801
117	8.02322	2.9208067	0.5219	6.927999	27.56614
118	8.02226	2.9200497	0.5190	6.928470	27.55901
119	8.02087	2.9198455	0.5188	6.928739	27.55798
120	8.01906	2.9199596	0.5128	6.928912	27.56059
121	8.01815	2.9203081	0.5126	6.928864	27.56493
122	8.01901	2.9210952	0.5098	6.928391	27.57246
123	8.02226	2.9222609	0.5068	6.927443	27.58204
124	8.02689	2.9229880	0.5159	6.926525	27.58595
125	8.03126	2.9234207	0.5127	6.925777	27.58702
126	8.03499	2.9237453	0.5190	6.925160	27.58746
127	8.03782	2.9233065	0.5128	6.925010	27.58067
128	8.03947	2.9217379	0.5310	6.925532	27.56304
129	8.04144	2.9199594	0.5188	6.926111	27.54299
130	8.04278	2.9194848	0.5220	6.926164	27.53701
131	8.04139	2.9204280	0.5220	6.925900	27.54791
132	8.03984	2.9215036	0.5159	6.925594	27.56032
133	8.03974	2.9222307	0.5099	6.925269	27.56797
134	8.03686	2.9222608	0.5038	6.925615	27.57055
135	8.03222	2.9212453	0.5069	6.926667	27.56363
136	8.02716	2.9194669	0.5039	6.928127	27.54910
137	8.02199	2.9181034	0.5099	6.929408	27.53897
138	8.01805	2.9179293	0.5160	6.929983	27.54025
139	8.01608	2.9190886	0.5191	6.929691	27.55387
140	8.01672	2.9212454	0.5130	6.928608	27.57582
141	8.02007	2.9234509	0.5282	6.927163	27.59614
142	8.02322	2.9239197	0.5222	6.926552	27.59854
143	8.02369	2.9219664	0.5192	6.927400	27.57783
144	8.02162	2.9179893	0.5101	6.929508	27.53807
145	8.01789	2.9157674	0.5101	6.931008	27.51788
146	8.01448	2.9156053	0.5040	6.931510	27.51887
147	8.01283	2.9167102	0.5069	6.931204	27.53167
148	8.01325	2.9185120	0.5192	6.930313	27.55009
149	8.01528	2.9204884	0.5162	6.929140	27.56907
150	8.01853	2.9219364	0.5192	6.928060	27.58159
151	8.02092	2.9225193	0.5253	6.927490	27.58577
152	8.02156	2.9234509	0.5253	6.926977	27.59496
153	8.02348	2.9253744	0.5253	6.925843	27.61348
154	8.02881	2.9277013	0.5253	6.924096	27.63350
155	8.03713	2.9294574	0.5192	6.922241	27.64523
156	8.04629	2.9300949	0.5163	6.920800	27.64464
157	8.05307	2.9304197	0.5070	6.919804	27.64268
158	8.05627	2.9315267	0.5132	6.918891	27.65167
159	8.05915	2.9345596	0.5162	6.917125	27.68096
160	8.06549	2.9373709	0.5102	6.915031	27.70520
161	8.07536	2.9390388	0.5223	6.913028	27.71475
162	8.08603	2.9404179	0.5223	6.911060	27.72066
163	8.09569	2.9420744	0.5224	6.909091	27.73025
164	8.10488	2.9436710	0.5194	6.907211	27.73960
165	8.11347	2.9450209	0.5194	6.905518	27.74683
166	8.12202	2.9461841	0.5163	6.903918	27.75216
167	8.13003	2.9470159	0.5254	6.902539	27.75447
168	8.13741	2.9478659	0.5163	6.901230	27.75747
169	8.14457	2.9491320	0.5134	6.899757	27.76497
170	8.15168	2.9502174	0.5163	6.898374	27.77062
171	8.15873	2.9510678	0.5134	6.897107	27.77387
172	8.16590	2.9521595	0.5194	6.895715	27.77953
173	8.17296	2.9533660	0.5164	6.894285	27.78648
174	8.18029	2.9547658	0.5226	6.892732	27.79521
175	8.18810	2.9561597	0.5257	6.891123	27.80349
176	8.19602	2.9571375	0.5195	6.889693	27.80737
177	8.20388	2.9580549	0.5226	6.888298	27.81067
178	8.21138	2.9588457	0.5136	6.887007	27.81294
179	8.21866	2.9590208	0.5226	6.886027	27.80899
180	8.22600	2.9584471	0.5043	6.885383	27.79725
181	8.23275	2.9583143	0.5106	6.884610	27.79054
182	8.23842	2.9594070	0.5136	6.883406	27.79737
183	8.24469	2.9604878	0.5104	6.882136	27.80362
184	8.25214	2.9610856	0.5136	6.880942	27.80392
185	8.25997	2.9619129	0.5196	6.879596	27.80631
186	8.26801	2.9637129	0.5228	6.877779	27.81859
