Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	10.82027	0.0020238	-0.2096	7.739984	0.01587
2	10.82010	0.0020114	-0.2037	7.740019	0.01580
3	10.82022	0.0020207	-0.2096	7.739996	0.01585
4	10.82022	0.0020114	-0.2097	7.739998	0.01580
5	10.82039	0.0020022	-0.2008	7.739970	0.01575
6	10.82033	0.0019960	-0.2070	7.739982	0.01571
7	10.82033	0.0019775	-0.2098	7.739987	0.01560
8	10.82073	0.0020022	-0.2098	7.739908	0.01575
9	10.82165	0.0019960	-0.2103	7.739745	0.01571
10	10.82268	0.0019713	-0.2070	7.739566	0.01557
11	10.82382	0.0019775	-0.2043	7.739358	0.01560
12	10.82274	0.0019682	-0.1978	7.739557	0.01555
13	10.82039	0.0019867	-0.2008	7.739974	0.01565
14	10.81483	0.0019775	-0.2129	7.740977	0.01560
15	10.80722	0.0019805	-0.2128	7.742348	0.01562
16	10.79966	0.0019775	-0.2040	7.743710	0.01560
17	10.79388	0.0019775	-0.2129	7.744752	0.01560
18	10.78999	0.0019713	-0.2068	7.745455	0.01556
19	10.78765	0.0019682	-0.2038	7.745879	0.01554
20	10.78507	0.0019559	-0.2068	7.746347	0.01547
21	10.78359	0.0019589	-0.2069	7.746614	0.01549
22	10.78336	0.0019805	-0.2008	7.746649	0.01561
23	10.78381	0.0019775	-0.2069	7.746568	0.01560
24	10.78519	0.0019775	-0.2040	7.746320	0.01560
25	10.78536	0.0019713	-0.2009	7.746291	0.01556
26	10.78559	0.0019589	-0.2038	7.746253	0.01549
27	10.78610	0.0019651	-0.2040	7.746159	0.01552
28	10.78593	0.0019682	-0.2069	7.746189	0.01554
29	10.78627	0.0019589	-0.2039	7.746129	0.01549
30	10.78690	0.0019466	-0.2069	7.746019	0.01542
31	10.78730	0.0019497	-0.2038	7.745946	0.01543
32	10.78667	0.0019466	-0.2038	7.746061	0.01542
33	10.78662	0.0019497	-0.2010	7.746070	0.01543
34	10.78782	0.0019404	-0.2038	7.745856	0.01538
