Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
772	7.69674	2.8258835	2.9419	7.014016	26.82874
773	7.69658	2.8258776	3.1511	7.014043	26.82871
774	7.69721	2.8258480	3.3782	7.013979	26.82783
775	7.69690	2.8254860	3.6054	7.014196	26.82419
776	7.69573	2.8253971	3.8385	7.014392	26.82407
777	7.69425	2.8251479	4.0536	7.014704	26.82251
778	7.69325	2.8253141	4.2719	7.014758	26.82494
779	7.69277	2.8254863	4.5021	7.014742	26.82701
780	7.69314	2.8254270	4.7202	7.014727	26.82602
781	7.69372	2.8256229	4.9474	7.014563	26.82753
782	7.69383	2.8257951	5.1776	7.014472	26.82916
783	7.69288	2.8258783	5.4168	7.014559	26.83067
784	7.69182	2.8260742	5.6410	7.014606	26.83344
785	7.69092	2.8261277	5.8621	7.014701	26.83461
786	7.69018	2.8262405	6.0923	7.014746	26.83627
787	7.68960	2.8262999	6.3194	7.014797	26.83725
788	7.68934	2.8263831	6.5559	7.014796	26.83822
789	7.68913	2.8263535	6.7679	7.014841	26.83799
790	7.68923	2.8264070	6.9921	7.014806	26.83838
791	7.68923	2.8265495	7.2254	7.014743	26.83978
792	7.68923	2.8265495	7.4403	7.014747	26.83970
793	7.68907	2.8267158	7.6433	7.014692	26.84148
794	7.68913	2.8268286	7.8674	7.014636	26.84253
795	7.68923	2.8268584	8.1097	7.014612	26.84266
796	7.68929	2.8268585	8.3490	7.014610	26.84253
797	7.68934	2.8268288	8.5944	7.014621	26.84208
798	7.68934	2.8268052	8.8517	7.014637	26.84173
799	7.68960	2.8268052	9.1063	7.014608	26.84143
800	7.68976	2.8268350	9.3457	7.014577	26.84152
801	7.68987	2.8269122	9.5758	7.014531	26.84216
802	7.68971	2.8269716	9.7968	7.014528	26.84281
803	7.68960	2.8270548	10.0090	7.014506	26.84368
804	7.68955	2.8270252	10.2150	7.014530	26.84333
805	7.68966	2.8270846	10.4270	7.014492	26.84378
806	7.68960	2.8271974	10.6450	7.014449	26.84492
