"Plot Title: 10"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10518884, SEN S/N: 10518884)","Coupler Detached (LGR S/N: 10518884)","Coupler Attached (LGR S/N: 10518884)","Host Connected (LGR S/N: 10518884)","Stopped (LGR S/N: 10518884)","End Of File (LGR S/N: 10518884)"
1,07/20/16 11:36:17 AM,70.072,,,,,
2,07/20/16 11:36:21 AM,,Logged,,,,
3,07/20/16 12:36:22 PM,58.195,,,,,
4,07/20/16 01:36:27 PM,63.689,,,,,
5,07/20/16 02:36:32 PM,61.075,,,,,
6,07/20/16 03:36:37 PM,43.534,,,,,
7,07/20/16 04:36:42 PM,43.396,,,,,
8,07/20/16 05:36:47 PM,43.488,,,,,
9,07/20/16 06:36:52 PM,43.671,,,,,
10,07/20/16 07:36:57 PM,43.443,,,,,
11,07/20/16 08:37:02 PM,43.763,,,,,
12,07/20/16 09:37:07 PM,44.037,,,,,
13,07/20/16 10:37:12 PM,43.990,,,,,
14,07/20/16 11:37:17 PM,43.716,,,,,
15,07/21/16 12:37:22 AM,43.763,,,,,
16,07/21/16 01:37:27 AM,43.534,,,,,
17,07/21/16 02:37:32 AM,43.534,,,,,
18,07/21/16 03:37:37 AM,43.624,,,,,
19,07/21/16 04:37:42 AM,43.351,,,,,
20,07/21/16 05:37:47 AM,43.443,,,,,
21,07/21/16 06:37:52 AM,43.763,,,,,
22,07/21/16 07:37:57 AM,43.671,,,,,
23,07/21/16 08:38:02 AM,43.579,,,,,
24,07/21/16 09:38:07 AM,44.127,,,,,
25,07/21/16 10:38:12 AM,53.865,,,,,
26,07/21/16 11:38:17 AM,55.733,,,,,
27,07/21/16 12:38:22 PM,57.592,,,,,
28,07/21/16 01:38:27 PM,44.627,,,,,
29,07/21/16 02:38:32 PM,44.537,,,,,
30,07/21/16 03:38:37 PM,44.582,,,,,
31,07/21/16 04:38:42 PM,44.627,,,,,
32,07/21/16 05:38:47 PM,44.674,,,,,
33,07/21/16 06:38:52 PM,44.674,,,,,
34,07/21/16 07:38:57 PM,44.627,,,,,
35,07/21/16 08:39:02 PM,44.627,,,,,
36,07/21/16 09:39:07 PM,44.582,,,,,
37,07/21/16 10:39:12 PM,44.582,,,,,
38,07/21/16 11:39:17 PM,44.582,,,,,
39,07/22/16 12:39:22 AM,44.537,,,,,
40,07/22/16 01:39:27 AM,44.537,,,,,
41,07/22/16 02:39:32 AM,44.537,,,,,
42,07/22/16 03:39:37 AM,44.537,,,,,
43,07/22/16 04:39:42 AM,44.627,,,,,
44,07/22/16 05:39:47 AM,44.764,,,,,
45,07/22/16 06:39:52 AM,44.764,,,,,
46,07/22/16 07:39:57 AM,44.764,,,,,
47,07/22/16 08:40:02 AM,53.951,,,,,
48,07/22/16 09:40:07 AM,53.733,,,,,
49,07/22/16 10:40:12 AM,53.865,,,,,
50,07/22/16 11:40:17 AM,53.298,,,,,
51,07/22/16 12:40:22 PM,52.772,,,,,
52,07/22/16 01:40:27 PM,53.384,,,,,
53,07/22/16 02:40:32 PM,54.820,,,,,
54,07/22/16 03:40:37 PM,55.906,,,,,
55,07/22/16 04:40:42 PM,44.492,,,,,
56,07/22/16 05:40:47 PM,44.492,,,,,
57,07/22/16 06:40:52 PM,44.492,,,,,
58,07/22/16 07:40:57 PM,44.492,,,,,
59,07/22/16 08:41:02 PM,44.492,,,,,
60,07/22/16 09:41:07 PM,44.492,,,,,
61,07/22/16 10:41:12 PM,44.492,,,,,
62,07/22/16 11:41:17 PM,44.492,,,,,
63,07/23/16 12:41:22 AM,44.492,,,,,
64,07/23/16 01:41:27 AM,44.445,,,,,
65,07/23/16 02:41:32 AM,44.445,,,,,
66,07/23/16 03:41:37 AM,44.492,,,,,
67,07/23/16 04:41:42 AM,44.492,,,,,
68,07/23/16 05:41:47 AM,44.537,,,,,
69,07/23/16 06:41:52 AM,44.537,,,,,
70,07/23/16 07:41:57 AM,44.537,,,,,
71,07/23/16 08:42:02 AM,44.492,,,,,
72,07/23/16 09:42:07 AM,44.492,,,,,
73,07/23/16 10:42:12 AM,44.492,,,,,
74,07/23/16 11:42:17 AM,55.602,,,,,
75,07/23/16 12:42:22 PM,56.469,,,,,
76,07/23/16 01:42:27 PM,44.627,,,,,
77,07/23/16 02:42:32 PM,44.627,,,,,
78,07/23/16 03:42:37 PM,44.627,,,,,
79,07/23/16 04:42:42 PM,44.627,,,,,
80,07/23/16 05:42:47 PM,44.627,,,,,
81,07/23/16 06:42:52 PM,44.627,,,,,
82,07/23/16 07:42:57 PM,44.627,,,,,
83,07/23/16 08:43:02 PM,44.674,,,,,
84,07/23/16 09:43:07 PM,44.674,,,,,
85,07/23/16 10:43:12 PM,44.719,,,,,
86,07/23/16 11:43:17 PM,44.674,,,,,
87,07/24/16 12:43:22 AM,44.674,,,,,
88,07/24/16 01:43:27 AM,44.674,,,,,
89,07/24/16 02:43:32 AM,44.674,,,,,
90,07/24/16 03:43:37 AM,44.674,,,,,
91,07/24/16 04:43:42 AM,44.627,,,,,
92,07/24/16 05:43:47 AM,44.627,,,,,
93,07/24/16 06:43:52 AM,44.627,,,,,
94,07/24/16 07:43:57 AM,44.627,,,,,
95,07/24/16 08:44:02 AM,54.212,,,,,
96,07/24/16 09:44:07 AM,52.992,,,,,
97,07/24/16 10:44:12 AM,53.209,,,,,
98,07/24/16 11:44:17 AM,52.641,,,,,
99,07/24/16 12:44:22 PM,52.291,,,,,
100,07/24/16 01:44:27 PM,54.255,,,,,
101,07/24/16 02:44:32 PM,55.819,,,,,
102,07/24/16 03:44:37 PM,56.251,,,,,
103,07/24/16 04:44:42 PM,43.122,,,,,
104,07/24/16 05:44:47 PM,43.167,,,,,
105,07/24/16 06:44:52 PM,43.122,,,,,
106,07/24/16 07:44:57 PM,43.122,,,,,
107,07/24/16 08:45:02 PM,43.122,,,,,
108,07/24/16 09:45:07 PM,43.122,,,,,
109,07/24/16 10:45:12 PM,43.075,,,,,
110,07/24/16 11:45:17 PM,43.075,,,,,
111,07/25/16 12:45:22 AM,43.075,,,,,
