"Plot Title: 7"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10518875, SEN S/N: 10518875)","Coupler Detached (LGR S/N: 10518875)","Coupler Attached (LGR S/N: 10518875)","Host Connected (LGR S/N: 10518875)","Stopped (LGR S/N: 10518875)","End Of File (LGR S/N: 10518875)"
1,07/20/16 11:29:20 AM,70.201,,,,,
2,07/20/16 11:29:23 AM,,Logged,,,,
3,07/20/16 12:29:25 PM,57.463,,,,,
4,07/20/16 01:29:30 PM,60.561,,,,,
5,07/20/16 02:29:35 PM,62.362,,,,,
6,07/20/16 03:29:40 PM,65.444,,,,,
7,07/20/16 04:29:45 PM,63.133,,,,,
8,07/20/16 05:29:50 PM,63.005,,,,,
9,07/20/16 06:29:55 PM,60.390,,,,,
10,07/20/16 07:30:00 PM,59.745,,,,,
11,07/20/16 08:30:05 PM,58.325,,,,,
12,07/20/16 09:30:10 PM,57.549,,,,,
13,07/20/16 10:30:15 PM,57.247,,,,,
14,07/20/16 11:30:20 PM,57.074,,,,,
15,07/21/16 12:30:25 AM,56.944,,,,,
16,07/21/16 01:30:30 AM,56.512,,,,,
17,07/21/16 02:30:35 AM,56.340,,,,,
18,07/21/16 03:30:40 AM,55.906,,,,,
19,07/21/16 04:30:45 AM,55.125,,,,,
20,07/21/16 05:30:50 AM,55.819,,,,,
21,07/21/16 06:30:55 AM,56.122,,,,,
22,07/21/16 07:31:00 AM,58.755,,,,,
23,07/21/16 08:31:05 AM,56.208,,,,,
24,07/21/16 09:31:10 AM,56.988,,,,,
25,07/21/16 10:31:15 AM,55.863,,,,,
26,07/21/16 11:31:20 AM,57.290,,,,,
27,07/21/16 12:31:25 PM,60.991,,,,,
28,07/21/16 01:31:30 PM,61.804,,,,,
29,07/21/16 02:31:35 PM,60.733,,,,,
30,07/21/16 03:31:40 PM,44.764,,,,,
31,07/21/16 04:31:45 PM,44.809,,,,,
32,07/21/16 05:31:50 PM,44.674,,,,,
33,07/21/16 06:31:55 PM,44.991,,,,,
34,07/21/16 07:32:00 PM,45.127,,,,,
35,07/21/16 08:32:05 PM,45.082,,,,,
36,07/21/16 09:32:10 PM,45.127,,,,,
37,07/21/16 10:32:15 PM,44.809,,,,,
38,07/21/16 11:32:20 PM,44.946,,,,,
39,07/22/16 12:32:25 AM,44.809,,,,,
40,07/22/16 01:32:30 AM,45.262,,,,,
41,07/22/16 02:32:35 AM,44.719,,,,,
42,07/22/16 03:32:40 AM,44.719,,,,,
43,07/22/16 04:32:45 AM,44.674,,,,,
44,07/22/16 05:32:50 AM,44.856,,,,,
45,07/22/16 06:32:55 AM,44.856,,,,,
46,07/22/16 07:33:00 AM,45.036,,,,,
47,07/22/16 08:33:05 AM,45.217,,,,,
48,07/22/16 09:33:10 AM,45.354,,,,,
49,07/22/16 10:33:15 AM,51.325,,,,,
50,07/22/16 11:33:20 AM,53.166,,,,,
51,07/22/16 12:33:25 PM,52.729,,,,,
52,07/22/16 01:33:30 PM,53.384,,,,,
53,07/22/16 02:33:35 PM,44.627,,,,,
54,07/22/16 03:33:40 PM,44.627,,,,,
55,07/22/16 04:33:45 PM,44.627,,,,,
56,07/22/16 05:33:50 PM,44.582,,,,,
57,07/22/16 06:33:55 PM,44.582,,,,,
58,07/22/16 07:34:00 PM,44.582,,,,,
59,07/22/16 08:34:05 PM,44.582,,,,,
60,07/22/16 09:34:10 PM,44.582,,,,,
61,07/22/16 10:34:15 PM,44.582,,,,,
62,07/22/16 11:34:20 PM,44.582,,,,,
63,07/23/16 12:34:25 AM,44.582,,,,,
64,07/23/16 01:34:30 AM,44.582,,,,,
65,07/23/16 02:34:35 AM,44.627,,,,,
66,07/23/16 03:34:40 AM,44.627,,,,,
67,07/23/16 04:34:45 AM,44.627,,,,,
68,07/23/16 05:34:50 AM,44.627,,,,,
69,07/23/16 06:34:55 AM,44.582,,,,,
70,07/23/16 07:35:00 AM,44.582,,,,,
71,07/23/16 08:35:05 AM,44.582,,,,,
72,07/23/16 09:35:10 AM,54.300,,,,,
73,07/23/16 10:35:15 AM,55.213,,,,,
74,07/23/16 11:35:20 AM,55.558,,,,,
75,07/23/16 12:35:25 PM,55.992,,,,,
76,07/23/16 01:35:30 PM,55.690,,,,,
77,07/23/16 02:35:35 PM,54.387,,,,,
78,07/23/16 03:35:40 PM,45.262,,,,,
79,07/23/16 04:35:45 PM,45.307,,,,,
80,07/23/16 05:35:50 PM,45.307,,,,,
81,07/23/16 06:35:55 PM,45.307,,,,,
82,07/23/16 07:36:00 PM,45.262,,,,,
83,07/23/16 08:36:05 PM,44.809,,,,,
84,07/23/16 09:36:10 PM,45.307,,,,,
85,07/23/16 10:36:15 PM,45.534,,,,,
86,07/23/16 11:36:20 PM,45.354,,,,,
87,07/24/16 12:36:25 AM,45.534,,,,,
88,07/24/16 01:36:30 AM,45.217,,,,,
89,07/24/16 02:36:35 AM,44.946,,,,,
90,07/24/16 03:36:40 AM,44.582,,,,,
91,07/24/16 04:36:45 AM,44.719,,,,,
92,07/24/16 05:36:50 AM,44.901,,,,,
93,07/24/16 06:36:55 AM,45.217,,,,,
94,07/24/16 07:37:00 AM,45.354,,,,,
95,07/24/16 08:37:05 AM,45.262,,,,,
96,07/24/16 09:37:10 AM,44.991,,,,,
97,07/24/16 10:37:15 AM,52.947,,,,,
98,07/24/16 11:37:20 AM,52.817,,,,,
99,07/24/16 12:37:25 PM,53.298,,,,,
100,07/24/16 01:37:30 PM,54.865,,,,,
101,07/24/16 02:37:35 PM,57.031,,,,,
102,07/24/16 03:37:40 PM,42.892,,,,,
103,07/24/16 04:37:45 PM,42.847,,,,,
104,07/24/16 05:37:50 PM,42.892,,,,,
105,07/24/16 06:37:55 PM,42.939,,,,,
106,07/24/16 07:38:00 PM,42.984,,,,,
107,07/24/16 08:38:05 PM,43.030,,,,,
