"Plot Title: 5 "
"#"	"Time, GMT-08:00"	"Temp, °C()"
1	09/11/2012 09:08:44 AM	19.888
2	09/11/2012 10:08:44 AM	21.318
3	09/11/2012 11:08:44 AM	21.079
4	09/11/2012 12:08:44 PM	20.984
5	09/11/2012 01:08:44 PM	11.297
6	09/11/2012 02:08:44 PM	10.687
7	09/11/2012 03:08:44 PM	11.856
8	09/11/2012 04:08:44 PM	5.462
9	09/11/2012 05:08:44 PM	5.462
10	09/11/2012 06:08:44 PM	5.488
11	09/11/2012 07:08:44 PM	5.488
12	09/11/2012 08:08:44 PM	5.488
13	09/11/2012 09:08:44 PM	5.488
14	09/11/2012 10:08:44 PM	5.488
15	09/11/2012 11:08:44 PM	5.488
16	09/12/2012 12:08:44 AM	5.488
17	09/12/2012 01:08:44 AM	5.462
18	09/12/2012 02:08:44 AM	5.437
19	09/12/2012 03:08:44 AM	5.462
20	09/12/2012 04:08:44 AM	5.462
21	09/12/2012 05:08:44 AM	5.462
22	09/12/2012 06:08:44 AM	5.462
23	09/12/2012 07:08:44 AM	5.462
24	09/12/2012 08:08:44 AM	5.488
25	09/12/2012 09:08:44 AM	5.462
26	09/12/2012 10:08:44 AM	5.462
27	09/12/2012 11:08:44 AM	11.321
28	09/12/2012 12:08:44 PM	12.461
29	09/12/2012 01:08:44 PM	13.064
30	09/12/2012 02:08:44 PM	5.282
31	09/12/2012 03:08:44 PM	5.282
32	09/12/2012 04:08:44 PM	5.282
33	09/12/2012 05:08:44 PM	5.282
34	09/12/2012 06:08:44 PM	5.282
35	09/12/2012 07:08:44 PM	5.282
36	09/12/2012 08:08:44 PM	5.282
37	09/12/2012 09:08:44 PM	5.282
38	09/12/2012 10:08:44 PM	5.282
39	09/12/2012 11:08:44 PM	5.282
40	09/13/2012 12:08:44 AM	5.282
41	09/13/2012 01:08:44 AM	5.308
42	09/13/2012 02:08:44 AM	5.282
43	09/13/2012 03:08:44 AM	5.282
44	09/13/2012 04:08:44 AM	5.282
45	09/13/2012 05:08:44 AM	5.282
46	09/13/2012 06:08:44 AM	5.282
47	09/13/2012 07:08:44 AM	5.282
48	09/13/2012 08:08:44 AM	5.282
49	09/13/2012 09:08:44 AM	11.053
50	09/13/2012 10:08:44 AM	10.810
51	09/13/2012 11:08:44 AM	10.590
52	09/13/2012 12:08:44 PM	10.345
53	09/13/2012 01:08:44 PM	10.492
54	09/13/2012 02:08:44 PM	10.198
55	09/13/2012 03:08:44 PM	9.977
56	09/13/2012 04:08:44 PM	5.334
57	09/13/2012 05:08:44 PM	5.334
58	09/13/2012 06:08:44 PM	5.334
59	09/13/2012 07:08:44 PM	5.360
60	09/13/2012 08:08:44 PM	5.308
61	09/13/2012 09:08:44 PM	5.282
62	09/13/2012 10:08:44 PM	5.282
63	09/13/2012 11:08:44 PM	5.282
64	09/14/2012 12:08:44 AM	5.282
65	09/14/2012 01:08:44 AM	5.282
66	09/14/2012 02:08:44 AM	5.308
67	09/14/2012 03:08:44 AM	5.308
68	09/14/2012 04:08:44 AM	5.308
69	09/14/2012 05:08:44 AM	5.334
70	09/14/2012 06:08:44 AM	5.334
71	09/14/2012 07:08:44 AM	5.308
72	09/14/2012 08:08:44 AM	5.308
73	09/14/2012 09:08:44 AM	5.282
74	09/14/2012 10:08:44 AM	5.282
