Date	Time	Temperature  (*C)
07/08/09	11:00:19	25.50
07/08/09	12:00:19	22.63
07/08/09	13:00:19	14.52
07/08/09	14:00:19	5.88
07/08/09	15:00:19	5.88
07/08/09	16:00:19	6.17
07/08/09	17:00:19	6.17
07/08/09	18:00:19	6.17
07/08/09	19:00:19	6.17
07/08/09	20:00:19	6.17
07/08/09	21:00:19	6.46
07/08/09	22:00:19	6.46
07/08/09	23:00:19	6.46
07/09/09	00:00:19	6.46
07/09/09	01:00:19	6.17
07/09/09	02:00:19	6.17
07/09/09	03:00:19	6.17
07/09/09	04:00:19	6.17
07/09/09	05:00:19	6.46
07/09/09	06:00:19	6.46
07/09/09	07:00:19	6.74
07/09/09	08:00:19	13.66
07/09/09	09:00:19	13.94
07/09/09	10:00:19	14.52
07/09/09	11:00:19	15.40
07/09/09	12:00:19	15.98
07/09/09	13:00:19	17.17
07/09/09	14:00:19	18.36
07/09/09	15:00:19	20.16
07/09/09	16:00:19	19.26
07/09/09	17:00:19	18.06
07/09/09	18:00:19	17.17
07/09/09	19:00:19	15.98
07/09/09	20:00:19	15.11
07/09/09	21:00:19	14.23
07/09/09	22:00:19	13.66
07/09/09	23:00:19	13.37
07/10/09	00:00:19	13.37
07/10/09	01:00:19	13.37
07/10/09	02:00:19	13.37
07/10/09	03:00:19	13.08
07/10/09	04:00:19	12.79
07/10/09	05:00:19	12.79
07/10/09	06:00:19	12.79
07/10/09	07:00:19	12.50
07/10/09	08:00:19	12.79
07/10/09	09:00:19	12.79
07/10/09	10:00:19	13.37
07/10/09	11:00:19	14.23
07/10/09	12:00:19	14.82
07/10/09	13:00:19	15.40
07/10/09	14:00:19	15.11
07/10/09	15:00:19	15.11
07/10/09	16:00:19	15.40
07/10/09	17:00:19	15.69
07/10/09	18:00:19	15.40
07/10/09	19:00:19	14.82
07/10/09	20:00:19	14.82
07/10/09	21:00:19	13.37
07/10/09	22:00:19	12.21
07/10/09	23:00:19	11.64
07/11/09	00:00:19	11.64
07/11/09	01:00:19	11.64
07/11/09	02:00:19	11.64
07/11/09	03:00:19	11.64
07/11/09	04:00:19	11.35
07/11/09	05:00:19	11.35
07/11/09	06:00:19	11.06
07/11/09	07:00:19	11.06
07/11/09	08:00:19	11.06
07/11/09	09:00:19	11.06
07/11/09	10:00:19	11.06
07/11/09	11:00:19	11.35
07/11/09	12:00:19	11.64
07/11/09	13:00:19	12.21
07/11/09	14:00:19	13.37
07/11/09	15:00:19	15.69
07/11/09	16:00:19	17.47
07/11/09	17:00:19	20.46
07/11/09	18:00:19	18.96
07/11/09	19:00:19	18.96
07/11/09	20:00:19	18.36
07/11/09	21:00:19	14.82
07/11/09	22:00:19	16.87
07/11/09	23:00:19	15.11
07/12/09	00:00:19	13.66
07/12/09	01:00:19	15.69
07/12/09	02:00:19	15.69
07/12/09	03:00:19	16.28
07/12/09	04:00:19	15.69
07/12/09	05:00:19	15.69
07/12/09	06:00:19	15.98
07/12/09	07:00:19	14.52
07/12/09	08:00:19	12.21
07/12/09	09:00:19	12.21
07/12/09	10:00:19	14.82
07/12/09	11:00:19	15.98
07/12/09	12:00:19	15.98
07/12/09	13:00:19	16.87
07/12/09	14:00:19	17.47
07/12/09	15:00:19	17.17
07/12/09	16:00:19	18.66
07/12/09	17:00:19	23.26
07/12/09	18:00:19	23.89
07/12/09	19:00:19	22.94
07/12/09	20:00:19	21.69
07/12/09	21:00:19	16.57
07/12/09	22:00:19	16.87
07/12/09	23:00:19	16.28
07/13/09	00:00:19	14.52
07/13/09	01:00:19	13.37
07/13/09	02:00:19	13.37
07/13/09	03:00:19	11.93
07/13/09	04:00:19	11.93
07/13/09	05:00:19	11.06
07/13/09	06:00:19	10.78
07/13/09	07:00:19	14.52
07/13/09	08:00:19	11.06
07/13/09	09:00:19	13.37
07/13/09	10:00:19	14.23
07/13/09	11:00:19	14.52
07/13/09	12:00:19	14.52
07/13/09	13:00:19	15.69
07/13/09	14:00:19	17.77
07/13/09	15:00:19	19.26
07/13/09	16:00:19	19.26
07/13/09	17:00:19	27.81
07/13/09	18:00:19	29.50
07/13/09	19:00:19	29.50
07/13/09	20:00:19	28.14
07/13/09	21:00:19	23.26
07/13/09	22:00:19	21.07
07/13/09	23:00:19	18.36
07/14/09	00:00:19	16.57
07/14/09	01:00:19	15.11
07/14/09	02:00:19	13.94
07/14/09	03:00:19	13.37
07/14/09	04:00:19	12.50
