Date Time	Temperature  (*C)
06/04/07 	13:09:10.0	22.24
06/04/07 	14:09:10.0	18.17
06/04/07 	15:09:10.0	18.98
06/04/07 	16:09:10.0	20.91
06/04/07 	17:09:10.0	4.62
06/04/07 	18:09:10.0	4.46
06/04/07 	19:09:10.0	4.62
06/04/07 	20:09:10.0	4.46
06/04/07 	21:09:10.0	4.77
06/04/07 	22:09:10.0	4.30
06/04/07 	23:09:10.0	4.46
06/05/07 	00:09:10.0	3.99
06/05/07 	01:09:10.0	4.30
06/05/07 	02:09:10.0	4.14
06/05/07 	03:09:10.0	4.46
06/05/07 	04:09:10.0	4.30
06/05/07 	05:09:10.0	4.46
06/05/07 	06:09:10.0	4.62
06/05/07 	07:09:10.0	5.08
06/05/07 	08:09:10.0	4.62
06/05/07 	09:09:10.0	4.46
06/05/07 	10:09:10.0	4.62
06/05/07 	11:09:10.0	4.62
06/05/07 	12:09:10.0	4.14
06/05/07 	13:09:10.0	14.06
06/05/07 	14:09:10.0	16.41
06/05/07 	15:09:10.0	4.30
06/05/07 	16:09:10.0	4.30
06/05/07 	17:09:10.0	4.30
06/05/07 	18:09:10.0	4.14
06/05/07 	19:09:10.0	4.14
06/05/07 	20:09:10.0	4.14
06/05/07 	21:09:10.0	4.14
06/05/07 	22:09:10.0	4.14
06/05/07 	23:09:10.0	4.14
06/06/07 	00:09:10.0	4.14
06/06/07 	01:09:10.0	4.14
06/06/07 	02:09:10.0	4.14
06/06/07 	03:09:10.0	4.14
06/06/07 	04:09:10.0	4.14
06/06/07 	05:09:10.0	4.14
06/06/07 	06:09:10.0	4.14
06/06/07 	07:09:10.0	4.14
06/06/07 	08:09:10.0	4.14
06/06/07 	09:09:10.0	9.88
06/06/07 	10:09:10.0	9.72
06/06/07 	11:09:10.0	10.19
06/06/07 	12:09:10.0	10.35
06/06/07 	13:09:10.0	10.04
06/06/07 	14:09:10.0	10.35
06/06/07 	15:09:10.0	10.19
06/06/07 	16:09:10.0	10.51
06/06/07 	17:09:10.0	4.14
06/06/07 	18:09:10.0	3.99
06/06/07 	19:09:10.0	3.99
06/06/07 	20:09:10.0	3.99
06/06/07 	21:09:10.0	3.99
06/06/07 	22:09:10.0	4.14
06/06/07 	23:09:10.0	3.99
06/07/07 	00:09:10.0	3.99
06/07/07 	01:09:10.0	4.14
06/07/07 	02:09:10.0	4.14
06/07/07 	03:09:10.0	4.14
06/07/07 	04:09:10.0	4.14
06/07/07 	05:09:10.0	3.99
06/07/07 	06:09:10.0	3.99
06/07/07 	07:09:10.0	3.99
06/07/07 	08:09:10.0	3.99
06/07/07 	09:09:10.0	3.99
06/07/07 	10:09:10.0	3.99
06/07/07 	11:09:10.0	3.99
06/07/07 	12:09:10.0	3.99
06/07/07 	13:09:10.0	12.67
06/07/07 	14:09:10.0	15.94
06/07/07 	15:09:10.0	3.99
06/07/07 	16:09:10.0	4.14
06/07/07 	17:09:10.0	4.14
06/07/07 	18:09:10.0	3.99
06/07/07 	19:09:10.0	3.99
06/07/07 	20:09:10.0	3.99
06/07/07 	21:09:10.0	3.99
06/07/07 	22:09:10.0	3.99
06/07/07 	23:09:10.0	3.99
06/08/07 	00:09:10.0	3.99
06/08/07 	01:09:10.0	3.99
06/08/07 	02:09:10.0	3.99
06/08/07 	03:09:10.0	3.99
06/08/07 	04:09:10.0	3.99
06/08/07 	05:09:10.0	3.99
06/08/07 	06:09:10.0	4.14
06/08/07 	07:09:10.0	3.99
06/08/07 	08:09:10.0	3.99
06/08/07 	09:09:10.0	9.57
