"Plot Title: 03"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10518887, SEN S/N: 10518887)","Coupler Detached (LGR S/N: 10518887)","Coupler Attached (LGR S/N: 10518887)","Host Connected (LGR S/N: 10518887)","Stopped (LGR S/N: 10518887)","End Of File (LGR S/N: 10518887)"
1,07/08/16 09:38:07 AM,21.867,,,,,
2,07/08/16 09:38:10 AM,,Logged,,,,
3,07/08/16 10:38:12 AM,18.985,,,,,
4,07/08/16 11:38:17 AM,21.223,,,,,
5,07/08/16 12:38:22 PM,34.730,,,,,
6,07/08/16 01:38:27 PM,22.130,,,,,
7,07/08/16 02:38:32 PM,24.871,,,,,
8,07/08/16 03:38:37 PM,6.712,,,,,
9,07/08/16 04:38:42 PM,6.737,,,,,
10,07/08/16 05:38:47 PM,6.763,,,,,
11,07/08/16 06:38:52 PM,6.839,,,,,
12,07/08/16 07:38:57 PM,6.763,,,,,
13,07/08/16 08:39:02 PM,6.763,,,,,
14,07/08/16 09:39:07 PM,6.788,,,,,
15,07/08/16 10:39:12 PM,6.788,,,,,
16,07/08/16 11:39:17 PM,6.763,,,,,
17,07/09/16 12:39:22 AM,6.763,,,,,
18,07/09/16 01:39:27 AM,6.839,,,,,
19,07/09/16 02:39:32 AM,6.737,,,,,
20,07/09/16 03:39:37 AM,6.763,,,,,
21,07/09/16 04:39:42 AM,6.737,,,,,
22,07/09/16 05:39:47 AM,6.788,,,,,
23,07/09/16 06:39:52 AM,6.813,,,,,
24,07/09/16 07:39:57 AM,6.864,,,,,
25,07/09/16 08:40:02 AM,6.763,,,,,
26,07/09/16 09:40:07 AM,6.813,,,,,
27,07/09/16 10:40:12 AM,6.788,,,,,
28,07/09/16 11:40:17 AM,15.533,,,,,
29,07/09/16 12:40:22 PM,16.320,,,,,
30,07/09/16 01:40:27 PM,6.965,,,,,
31,07/09/16 02:40:32 PM,6.940,,,,,
32,07/09/16 03:40:37 PM,7.015,,,,,
33,07/09/16 04:40:42 PM,6.940,,,,,
34,07/09/16 05:40:47 PM,7.015,,,,,
35,07/09/16 06:40:52 PM,6.914,,,,,
36,07/09/16 07:40:57 PM,6.839,,,,,
37,07/09/16 08:41:02 PM,6.813,,,,,
38,07/09/16 09:41:07 PM,6.914,,,,,
39,07/09/16 10:41:12 PM,6.965,,,,,
40,07/09/16 11:41:17 PM,7.066,,,,,
41,07/10/16 12:41:22 AM,7.015,,,,,
42,07/10/16 01:41:27 AM,6.914,,,,,
43,07/10/16 02:41:32 AM,6.914,,,,,
44,07/10/16 03:41:37 AM,6.940,,,,,
45,07/10/16 04:41:42 AM,6.965,,,,,
46,07/10/16 05:41:47 AM,6.965,,,,,
47,07/10/16 06:41:52 AM,6.914,,,,,
48,07/10/16 07:41:57 AM,6.864,,,,,
49,07/10/16 08:42:02 AM,13.425,,,,,
50,07/10/16 09:42:07 AM,13.281,,,,,
51,07/10/16 10:42:12 AM,13.449,,,,,
52,07/10/16 11:42:17 AM,13.906,,,,,
53,07/10/16 12:42:22 PM,13.377,,,,,
54,07/10/16 01:42:27 PM,12.944,,,,,
55,07/10/16 02:42:32 PM,12.678,,,,,
56,07/10/16 03:42:37 PM,13.353,,,,,
57,07/10/16 04:42:42 PM,13.954,,,,,
58,07/10/16 05:42:47 PM,14.002,,,,,
59,07/10/16 06:42:52 PM,14.074,,,,,
60,07/10/16 07:42:57 PM,14.505,,,,,
61,07/10/16 08:43:02 PM,14.601,,,,,
62,07/10/16 09:43:07 PM,14.577,,,,,
63,07/10/16 10:43:12 PM,14.505,,,,,
64,07/10/16 11:43:17 PM,14.194,,,,,
65,07/11/16 12:43:22 AM,13.882,,,,,
66,07/11/16 01:43:27 AM,13.594,,,,,
67,07/11/16 02:43:32 AM,13.401,,,,,
68,07/11/16 03:43:37 AM,13.305,,,,,
69,07/11/16 04:43:42 AM,13.016,,,,,
70,07/11/16 05:43:47 AM,13.040,,,,,
71,07/11/16 06:43:52 AM,13.497,,,,,
72,07/11/16 07:43:57 AM,13.786,,,,,
73,07/11/16 08:44:02 AM,13.954,,,,,
74,07/11/16 09:44:07 AM,13.786,,,,,
75,07/11/16 10:44:12 AM,14.146,,,,,
76,07/11/16 11:44:17 AM,14.026,,,,,
77,07/11/16 12:44:22 PM,14.218,,,,,
78,07/11/16 01:44:27 PM,14.840,,,,,
79,07/11/16 02:44:32 PM,15.485,,,,,
80,07/11/16 03:44:37 PM,6.433,,,,,
81,07/11/16 04:44:42 PM,6.433,,,,,
82,07/11/16 05:44:47 PM,6.433,,,,,
83,07/11/16 06:44:52 PM,6.408,,,,,
84,07/11/16 07:44:57 PM,6.408,,,,,
85,07/11/16 08:45:02 PM,6.382,,,,,
86,07/11/16 09:45:07 PM,6.382,,,,,
87,07/11/16 10:45:12 PM,6.382,,,,,
88,07/11/16 11:45:17 PM,6.382,,,,,
89,07/12/16 12:45:22 AM,6.382,,,,,
90,07/12/16 01:45:27 AM,6.382,,,,,
91,07/12/16 02:45:32 AM,6.382,,,,,
92,07/12/16 03:45:37 AM,6.382,,,,,
93,07/12/16 04:45:42 AM,6.382,,,,,
94,07/12/16 05:45:47 AM,6.408,,,,,
95,07/12/16 06:45:52 AM,6.408,,,,,
96,07/12/16 07:45:57 AM,6.408,,,,,
97,07/12/16 08:46:02 AM,6.408,,,,,
98,07/12/16 09:46:07 AM,6.408,,,,,
99,07/12/16 10:46:12 AM,6.408,,,,,
100,07/12/16 11:46:17 AM,14.361,,,,,
101,07/12/16 12:46:22 PM,15.724,,,,,
102,07/12/16 01:46:27 PM,6.433,,,,,
103,07/12/16 02:46:32 PM,6.484,,,,,
104,07/12/16 03:46:37 PM,6.331,,,,,
105,07/12/16 04:46:42 PM,6.306,,,,,
106,07/12/16 05:46:47 PM,6.281,,,,,
107,07/12/16 06:46:52 PM,6.306,,,,,
108,07/12/16 07:46:57 PM,6.281,,,,,
109,07/12/16 08:47:02 PM,6.281,,,,,
110,07/12/16 09:47:07 PM,6.306,,,,,
111,07/12/16 10:47:12 PM,6.357,,,,,
112,07/12/16 11:47:17 PM,6.357,,,,,
113,07/13/16 12:47:22 AM,6.382,,,,,
114,07/13/16 01:47:27 AM,6.382,,,,,
115,07/13/16 02:47:32 AM,6.382,,,,,
116,07/13/16 03:47:37 AM,6.331,,,,,
117,07/13/16 04:47:42 AM,6.255,,,,,
118,07/13/16 05:47:47 AM,6.306,,,,,
119,07/13/16 06:47:52 AM,6.281,,,,,
120,07/13/16 07:47:57 AM,6.281,,,,,
121,07/13/16 08:48:02 AM,15.103,,,,,
122,07/13/16 09:48:07 AM,15.247,,,,,
123,07/13/16 10:48:12 AM,15.461,,,,,
124,07/13/16 11:48:17 AM,15.629,,,,,
125,07/13/16 12:48:22 PM,15.366,,,,,
126,07/13/16 01:48:27 PM,14.984,,,,,
127,07/13/16 02:48:32 PM,14.768,,,,,
128,07/13/16 03:48:37 PM,15.031,,,,,
129,07/13/16 04:48:42 PM,15.414,,,,,
130,07/13/16 05:48:47 PM,15.270,,,,,
131,07/13/16 06:48:52 PM,15.199,,,,,
132,07/13/16 07:48:57 PM,15.127,,,,,
133,07/13/16 08:49:02 PM,15.079,,,,,
134,07/13/16 09:49:07 PM,15.079,,,,,
135,07/13/16 10:49:12 PM,14.960,,,,,
136,07/13/16 11:49:17 PM,14.912,,,,,
137,07/14/16 12:49:22 AM,14.888,,,,,
138,07/14/16 01:49:27 AM,14.745,,,,,
139,07/14/16 02:49:32 AM,14.625,,,,,
140,07/14/16 03:49:37 AM,14.673,,,,,
141,07/14/16 04:49:42 AM,14.649,,,,,
142,07/14/16 05:49:47 AM,14.601,,,,,
143,07/14/16 06:49:52 AM,14.433,,,,,
144,07/14/16 07:49:57 AM,14.385,,,,,
145,07/14/16 08:50:02 AM,14.792,,,,,
146,07/14/16 09:50:07 AM,15.151,,,,,
147,07/14/16 10:50:12 AM,15.461,,,,,
148,07/14/16 11:50:17 AM,15.223,,,,,
149,07/14/16 12:50:22 PM,19.246,,,,,
150,07/14/16 01:50:27 PM,5.334,,,,,
151,07/14/16 02:50:32 PM,5.334,,,,,
152,07/14/16 03:50:37 PM,5.462,,,,,
153,07/14/16 04:50:42 PM,5.539,,,,,
154,07/14/16 05:50:47 PM,5.385,,,,,
155,07/14/16 06:50:52 PM,5.334,,,,,
156,07/14/16 07:50:57 PM,5.282,,,,,
157,07/14/16 08:51:02 PM,5.282,,,,,
158,07/14/16 09:51:07 PM,5.282,,,,,
159,07/14/16 10:51:12 PM,5.385,,,,,
160,07/14/16 11:51:17 PM,5.334,,,,,
161,07/15/16 12:51:22 AM,5.257,,,,,
162,07/15/16 01:51:27 AM,5.231,,,,,
163,07/15/16 02:51:32 AM,5.360,,,,,
164,07/15/16 03:51:37 AM,5.488,,,,,
165,07/15/16 04:51:42 AM,5.462,,,,,
166,07/15/16 05:51:47 AM,5.437,,,,,
167,07/15/16 06:51:52 AM,5.411,,,,,
168,07/15/16 07:51:57 AM,5.360,,,,,
169,07/15/16 08:52:02 AM,5.308,,,,,
170,07/15/16 09:52:07 AM,17.201,,,,,
171,07/15/16 09:53:51 AM,,,Logged,Logged,,
172,07/15/16 09:53:55 AM,,,,,Logged,Logged
