"Plot Title: 15"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10518880, SEN S/N: 10518880)","Coupler Detached (LGR S/N: 10518880)","Coupler Attached (LGR S/N: 10518880)","Host Connected (LGR S/N: 10518880)","Stopped (LGR S/N: 10518880)","End Of File (LGR S/N: 10518880)"
1,07/08/16 09:36:31 AM,23.040,,,,,
2,07/08/16 09:36:35 AM,,Logged,,,,
3,07/08/16 10:36:36 AM,24.702,,,,,
4,07/08/16 11:36:41 AM,22.345,,,,,
5,07/08/16 12:36:46 PM,45.279,,,,,
6,07/08/16 01:36:51 PM,22.633,,,,,
7,07/08/16 02:36:56 PM,7.845,,,,,
8,07/08/16 03:37:01 PM,6.914,,,,,
9,07/08/16 04:37:06 PM,6.914,,,,,
10,07/08/16 05:37:11 PM,6.813,,,,,
11,07/08/16 06:37:16 PM,6.763,,,,,
12,07/08/16 07:37:21 PM,6.788,,,,,
13,07/08/16 08:37:26 PM,6.839,,,,,
14,07/08/16 09:37:31 PM,6.813,,,,,
15,07/08/16 10:37:36 PM,6.864,,,,,
16,07/08/16 11:37:41 PM,6.914,,,,,
17,07/09/16 12:37:46 AM,6.889,,,,,
18,07/09/16 01:37:51 AM,6.889,,,,,
19,07/09/16 02:37:56 AM,6.940,,,,,
20,07/09/16 03:38:01 AM,6.914,,,,,
21,07/09/16 04:38:06 AM,7.015,,,,,
22,07/09/16 05:38:11 AM,6.864,,,,,
23,07/09/16 06:38:16 AM,6.788,,,,,
24,07/09/16 07:38:21 AM,6.813,,,,,
25,07/09/16 08:38:26 AM,6.864,,,,,
26,07/09/16 09:38:31 AM,6.864,,,,,
27,07/09/16 10:38:36 AM,16.892,,,,,
28,07/09/16 11:38:41 AM,15.270,,,,,
29,07/09/16 12:38:46 PM,16.129,,,,,
30,07/09/16 01:38:51 PM,7.368,,,,,
31,07/09/16 02:38:56 PM,6.965,,,,,
32,07/09/16 03:39:01 PM,6.889,,,,,
33,07/09/16 04:39:06 PM,6.737,,,,,
34,07/09/16 05:39:11 PM,6.737,,,,,
35,07/09/16 06:39:16 PM,6.813,,,,,
36,07/09/16 07:39:21 PM,6.864,,,,,
37,07/09/16 08:39:26 PM,6.864,,,,,
38,07/09/16 09:39:31 PM,6.763,,,,,
39,07/09/16 10:39:36 PM,6.788,,,,,
40,07/09/16 11:39:41 PM,6.763,,,,,
41,07/10/16 12:39:46 AM,6.813,,,,,
42,07/10/16 01:39:51 AM,6.990,,,,,
43,07/10/16 02:39:56 AM,6.940,,,,,
44,07/10/16 03:40:01 AM,6.864,,,,,
45,07/10/16 04:40:06 AM,6.763,,,,,
46,07/10/16 05:40:11 AM,6.788,,,,,
47,07/10/16 06:40:16 AM,6.763,,,,,
48,07/10/16 07:40:21 AM,6.763,,,,,
49,07/10/16 08:40:26 AM,13.522,,,,,
50,07/10/16 09:40:31 AM,13.305,,,,,
51,07/10/16 10:40:36 AM,13.449,,,,,
52,07/10/16 11:40:41 AM,13.978,,,,,
53,07/10/16 12:40:46 PM,13.497,,,,,
54,07/10/16 01:40:51 PM,13.112,,,,,
55,07/10/16 02:40:56 PM,12.751,,,,,
56,07/10/16 03:41:01 PM,13.570,,,,,
