Salinity, Practical [PSU]	Temperature [ITS-90, deg C]	Depth [salt water, m]
0.01158	16.60849	0.0290
0.01143	16.60990	0.0320
0.01135	16.61125	0.0260
0.01161	16.61300	0.0320
0.01170	16.61441	0.0260
0.01187	16.61603	0.0290
0.01199	16.61697	0.0320
0.01219	16.61811	0.0259
0.01220	16.61899	0.0289
0.01219	16.61993	0.0259
0.01219	16.62094	0.0289
0.01199	16.62195	0.0320
0.01183	16.62276	0.0350
0.01171	16.62363	0.0349
0.01156	16.62484	0.0350
0.01152	16.62579	0.0319
0.01144	16.62680	0.0349
0.01136	16.62761	0.0259
0.01140	16.62848	0.0288
0.01133	16.62929	0.0289
0.01129	16.63016	0.0258
0.01127	16.63111	0.0349
0.01117	16.63205	0.0319
0.01113	16.63279	0.0349
0.01109	16.63380	0.0319
0.01109	16.63427	0.0288
0.01109	16.63481	0.0318
0.01105	16.63589	0.0319
0.01105	16.63636	0.0318
0.01107	16.63697	0.0318
0.01129	16.63777	0.0379
11.84345	16.65165	0.1046
25.63317	16.71573	0.2014
25.89027	16.77647	0.2803
26.45742	16.81030	0.3469
26.78136	16.82629	0.4014
26.75791	16.84329	0.4710
26.86161	16.85827	0.4862
26.91029	16.87271	0.5043
26.86224	16.88601	0.5104
26.88872	16.89564	0.5134
26.93325	16.90365	0.5134
26.91926	16.91024	0.5164
26.76188	16.91329	0.5103
26.72443	16.91363	0.5134
26.92018	16.91465	0.5135
26.99214	16.91682	0.5104
27.02853	16.91872	0.5225
27.05530	16.91499	0.5104
27.08107	16.90664	0.5164
27.11061	16.89523	0.5164
27.14089	16.88350	0.5164
27.16448	16.87481	0.5225
27.17125	16.86844	0.5195
27.16891	16.86084	0.5407
27.22772	16.85352	0.6285
27.10726	16.84790	0.7012
26.99026	16.84295	0.7799
27.02087	16.83834	0.8557
26.99852	16.83489	0.9163
26.91776	16.83258	0.9496
27.02962	16.83306	0.9889
27.14195	16.83374	1.0041
27.21449	16.83875	0.9980
27.25550	16.85495	1.0011
27.24660	16.87434	1.0071
27.23404	16.88920	1.0011
27.21889	16.90107	0.9981
27.19443	16.91044	0.9979
27.17275	16.91832	0.9981
27.16794	16.92497	0.9919
27.17114	16.92973	0.9950
27.17499	16.93278	0.9829
27.17982	16.93414	0.9950
27.18060	16.93340	0.9859
27.18179	16.93122	0.9950
27.18701	16.92762	0.9980
27.19602	16.92409	0.9980
27.20421	16.92185	1.0011
27.21062	16.92015	1.0010
27.21030	16.91859	0.9980
27.21383	16.91709	0.9981
27.21947	16.91621	1.0010
27.22440	16.91540	1.0040
27.22706	16.91519	1.0071
27.22875	16.91472	1.0041
27.22500	16.91411	1.0071
27.20839	16.91363	1.0071
27.20565	16.91241	1.0009
27.21612	16.90996	1.0041
27.22606	16.90637	1.0041
27.23596	16.89870	0.9981
27.24366	16.88974	0.9980
27.24891	16.88092	0.9950
27.25283	16.87000	0.9980
27.26793	16.85637	0.9980
27.30404	16.84092	0.9919
27.34074	16.82757	1.0041
27.36554	16.81843	0.9950
27.38713	16.80367	0.9980
27.41039	16.77898	1.0011
27.43988	16.74599	1.0010
27.46488	16.71681	1.0010
27.48490	16.69575	1.0070
27.50184	16.67916	1.0131
27.51315	16.66675	1.0041
27.51500	16.65954	1.0041
27.50554	16.65617	1.0011
27.49158	16.65556	1.0041
27.48369	16.65644	1.0041
27.48542	16.65779	1.0040
27.49588	16.65873	1.0011
27.51348	16.65893	1.0041
27.51847	16.65819	0.9980
27.51833	16.65637	1.0010
27.53843	16.65287	0.9919
27.57001	16.64876	1.0010
27.60934	16.64525	1.0072
27.64974	16.64202	0.9981
27.68368	16.63838	1.0010
27.70971	16.63434	1.0010
27.73065	16.62821	1.0041
27.74663	16.61946	1.0040
27.76194	16.60802	1.0040
27.77543	16.59759	1.0041
27.78242	16.58871	1.0010
27.78704	16.57882	1.0131
27.79109	16.56840	1.0071
27.79454	16.55845	1.0070
27.79455	16.55026	1.0071
27.79628	16.54287	1.0072
27.80173	16.53541	1.0101
27.81184	16.52702	1.0040
27.81928	16.51869	1.0101
27.82795	16.50990	1.0041
27.84660	16.50158	1.0010
27.86791	16.49474	1.0071
27.88764	16.48810	1.0132
27.90856	16.48106	1.0041
27.93373	16.47362	0.9979
27.95878	16.46564	1.0071
27.97645	16.46410	1.0041
27.98991	16.46658	1.0071
28.00254	16.46577	1.0101
28.01125	16.46564	1.0101
28.01250	16.47120	1.0071
28.00204	16.48696	1.0071
27.98886	16.50749	1.0070
27.97713	16.52588	1.0041
27.96739	16.54072	1.0041
27.96182	16.55133	1.0040
27.95982	16.55892	1.0041
27.96022	16.56450	1.0040
27.95895	16.56880	1.0010
27.95749	16.57337	1.0039
27.95608	16.57701	1.0041
27.95305	16.57896	1.0040
27.95262	16.57909	0.9980
27.93163	16.57801	0.9980
27.91763	16.57714	1.0010
27.90830	16.57781	1.0010
27.89352	16.58017	1.0071
27.91477	16.58413	1.0040
27.90930	16.58871	1.0041
27.89903	16.59362	0.9980
27.88383	16.59907	0.9980
27.86819	16.60580	0.9949
27.85668	16.61428	1.0010
27.84921	16.62383	0.9981
27.84439	16.63367	0.9980
27.84068	16.64350	1.0010
27.83707	16.65408	0.9949
27.83360	16.66405	0.9980
27.82799	16.67295	1.0010
27.82076	16.68051	1.0040
27.81246	16.68631	1.0010
27.80460	16.68988	1.0011
27.79841	16.69177	0.9979
27.79302	16.69217	1.0041
27.78926	16.69143	0.9949
27.78735	16.69002	0.9980
27.78745	16.68826	0.9919
27.79020	16.68637	0.9980
27.79397	16.68502	1.0010
27.80098	16.68516	1.0010
27.80954	16.68685	0.9919
27.81254	16.69029	1.0041
27.81109	16.69447	1.0040
27.80987	16.69831	0.9980
27.80990	16.70108	1.0101
27.81083	16.70351	1.0071
27.81091	16.70540	1.0040
27.80974	16.70709	1.0040
27.80744	16.70857	1.0011
27.79960	16.70938	1.0040
27.78994	16.70938	1.0040
27.78553	16.70837	1.0071
27.78521	16.70675	1.0009
27.78624	16.70527	1.0010
27.78657	16.70398	0.9980
27.78686	16.70277	1.0040
27.78784	16.70135	0.9949
27.78877	16.70000	0.9949
27.78900	16.69879	0.9950
27.78822	16.69750	0.9949
27.78887	16.69656	0.9979
27.79116	16.69575	0.9979
27.79492	16.69521	1.0009
27.79872	16.69460	1.0041
27.80365	16.69406	1.0070
27.81002	16.69312	1.0010
27.81733	16.69204	0.9980
27.82551	16.69089	1.0071
27.83831	16.68934	0.9980
27.85785	16.68664	1.0041
27.87332	16.68206	0.9980
27.88237	16.67639	0.9979
27.89371	16.67120	1.0040
27.90193	16.66722	0.9980
27.90151	16.66405	0.9949
27.90008	16.66163	1.0040
27.90059	16.65961	1.0010
27.90028	16.65806	1.0071
27.89871	16.65711	1.0010
27.89917	16.65677	0.9980
27.90228	16.65677	1.0010
27.90518	16.65718	1.0010
27.90619	16.65772	0.9950
27.90601	16.65846	1.0011
27.90633	16.65920	1.0070
27.90814	16.65987	1.0041
27.90828	16.66048	1.0010
27.90525	16.66116	1.0070
27.90185	16.66156	1.0010
27.89714	16.66217	1.0071
27.89034	16.66244	0.9980
27.88381	16.66277	1.0101
27.87920	16.66325	1.0101
27.87496	16.66358	1.0071
27.86961	16.66392	1.0070
27.86553	16.66419	1.0162
27.86281	16.66466	1.0071
27.86202	16.66500	1.0041
27.86085	16.66540	1.0010
27.85737	16.66594	1.0010
27.84574	16.66628	0.9980
27.82949	16.66662	0.9980
27.82429	16.66675	1.0010
27.82368	16.66682	1.0041
27.82052	16.66689	1.0010
27.81805	16.66668	1.0071
27.81527	16.66662	1.0010
27.81391	16.66648	1.0040
27.81504	16.66655	0.9980
27.81099	16.66662	1.0010
27.80837	16.66655	1.0011
27.80713	16.66641	1.0041
27.80648	16.66655	1.0010
27.80680	16.66648	1.0010
27.80565	16.66655	0.9980
27.80104	16.66662	1.0071
27.79444	16.66668	1.0041
27.78993	16.66662	1.0102
27.78788	16.66668	1.0102
27.78705	16.66668	1.0071
27.78687	16.66655	1.0041
27.78621	16.66662	1.0041
27.78470	16.66655	0.9980
27.78416	16.66668	1.0070
27.78356	16.66675	1.0041
27.79193	16.66662	1.0072
27.80638	16.66668	1.0010
27.80950	16.66675	1.0042
27.81577	16.66668	1.0010
27.83680	16.66682	1.0011
27.84773	16.66668	1.0011
27.85411	16.66695	1.0010
27.85192	16.66722	1.0011
27.84242	16.66817	1.0011
27.82920	16.66951	1.0041
27.81579	16.67100	1.0011
27.80028	16.67262	1.0042
27.78392	16.67410	1.0041
27.76863	16.67558	1.0071
27.75373	16.67707	1.0041
27.74095	16.67868	1.0071
27.73009	16.68044	1.0101
27.71792	16.68199	1.0132
27.70456	16.68368	1.0072
27.69102	16.68482	1.0101
27.67785	16.68624	1.0040
27.66576	16.68739	0.9980
27.65602	16.68873	1.0072
27.64811	16.69042	0.9949
27.64032	16.69224	1.0101
27.63142	16.69406	1.0072
27.62319	16.69541	1.0041
27.61712	16.69683	1.0010
27.61207	16.69798	1.0071
27.60834	16.69906	1.0101
27.60540	16.70027	1.0102
27.60296	16.70101	1.0010
27.59963	16.70176	1.0041
27.59814	16.70263	0.9981
27.59657	16.70331	1.0011
27.59495	16.70405	1.0041
27.59356	16.70439	1.0041
27.59194	16.70473	1.0131
27.59087	16.70500	1.0132
27.58954	16.70533	1.0071
